Jogo	Bola1	Bola2	Bola3	Bola4	Bola5	Bola6	Bola7	Bola8	Bola9	Bola10	Bola11	Bola12	Bola13	Bola14	Bola15	Bola16	Bola17	Bola18	Bola19	Bola20
J1314	0	6	7	28	37	38	40	42	45	47	48	53	62	72	74	77	87	91	96	99
J1315	13	14	21	24	28	29	32	46	51	56	57	61	62	63	77	78	82	86	90	96
J1316	0	9	11	12	16	18	22	30	39	40	46	47	49	61	62	67	82	85	92	94
J1317	15	22	23	33	37	43	46	48	52	53	55	60	65	66	78	79	80	89	92	96
J1318	0	1	11	13	15	16	20	21	25	28	34	45	48	59	64	67	71	83	86	96
J1319	3	12	19	20	31	32	33	39	45	49	57	61	74	79	82	88	89	90	96	99
J1320	5	9	17	18	20	24	33	36	40	44	48	51	55	61	75	80	87	91	94	96
J1321	0	1	7	8	16	26	27	28	30	31	32	35	45	48	57	73	74	94	95	99
J1322	2	6	13	16	19	20	24	30	34	49	56	61	77	80	84	86	89	90	91	98
J1323	1	2	6	7	8	10	13	19	28	37	43	55	67	71	73	77	87	89	90	98
J1324	10	20	22	29	41	43	46	48	49	56	63	65	66	67	69	83	84	88	91	94
J1325	5	9	12	25	29	30	35	39	41	49	51	57	62	77	79	83	84	86	87	98
J1326	0	4	8	10	13	15	19	27	29	31	32	41	47	50	54	59	61	67	75	83
J1327	2	4	8	19	20	21	23	27	42	47	53	54	56	57	59	68	76	95	96	99
J1328	0	1	9	10	14	23	26	28	30	32	45	52	55	61	66	68	69	80	86	94
J1329	6	9	11	12	17	18	20	21	39	40	46	48	49	55	57	66	85	91	94	95
J1330	5	10	13	14	18	19	20	27	33	35	56	58	62	72	75	78	83	85	86	88
J1331	1	2	6	10	11	18	23	25	27	30	42	56	63	65	68	80	82	86	93	99
J1332	5	8	13	23	37	42	43	44	51	54	57	62	68	69	79	80	81	87	90	93
J1333	5	21	24	26	34	44	48	51	55	58	71	73	75	76	78	81	86	88	92	97
J1334	5	9	24	27	36	38	39	41	43	54	57	63	76	85	88	89	90	91	93	97
J1335	2	3	11	24	28	29	31	40	52	53	56	60	61	75	76	81	83	90	92	93
J1336	2	9	16	20	24	37	40	41	60	63	64	67	68	70	72	77	78	84	88	92
J1337	0	12	16	17	25	26	35	38	41	45	47	48	52	57	63	69	70	73	90	93
J1338	9	11	12	13	14	27	29	32	34	41	46	49	55	57	64	68	80	89	91	93
J1339	0	7	8	12	16	26	31	33	49	56	57	63	74	75	79	80	85	90	93	94
J1340	4	12	15	21	22	31	35	64	66	67	68	74	79	84	85	87	91	92	95	98
J1341	2	7	10	13	14	18	20	22	24	30	31	37	45	60	61	73	75	79	80	93
J1342	0	5	17	18	23	28	29	38	39	44	45	50	52	55	58	59	69	74	76	88
J1343	0	17	18	36	39	40	45	48	52	58	66	68	69	78	82	84	88	90	92	97
J1344	1	8	14	17	18	19	21	27	35	38	45	49	56	58	74	79	82	87	91	99
J1345	7	8	9	17	21	22	23	24	36	38	42	63	64	66	69	79	82	86	89	93
J1346	4	10	14	18	25	31	47	49	54	58	60	62	67	74	77	80	86	88	96	99
J1347	8	14	15	17	19	24	28	32	35	37	46	64	67	73	81	82	86	88	92	97
J1348	1	5	8	16	17	18	27	41	46	50	57	60	65	73	74	84	86	87	94	97
J1349	2	3	6	8	10	14	16	17	23	31	33	41	44	45	55	65	68	78	87	99
J1350	0	6	16	22	26	30	31	32	35	38	39	44	46	47	74	79	93	95	96	97
J1351	2	5	8	9	18	33	34	39	40	42	45	51	53	76	79	81	82	90	93	96
J1352	0	1	10	21	28	30	36	48	49	50	63	70	72	74	75	76	77	79	82	83
J1353	0	4	5	15	20	23	38	42	45	46	58	65	67	71	75	76	85	91	93	98
J1354	4	7	16	22	24	29	30	41	48	51	58	59	61	68	76	79	81	82	83	91
J1355	3	11	13	14	19	26	41	43	46	47	48	49	56	57	61	73	79	93	96	97
J1356	6	11	15	16	20	27	35	41	45	51	63	64	68	74	75	77	81	90	91	99
J1357	4	6	7	8	30	31	34	37	39	45	48	53	68	69	74	75	78	80	83	93
J1358	3	4	7	16	17	18	20	22	27	35	37	41	42	46	49	57	59	65	72	87
J1359	2	9	10	25	28	33	38	40	46	53	60	61	68	75	76	77	83	91	93	99
J1360	1	2	14	17	26	29	35	37	47	49	53	58	59	61	70	71	72	76	95	96
J1361	10	20	27	31	32	34	37	45	48	52	54	56	57	59	60	61	68	71	73	94
J1362	19	20	22	26	31	32	34	35	41	48	51	52	58	64	65	75	76	83	86	99
J1363	2	3	14	17	25	32	35	36	46	50	51	57	63	64	65	66	74	81	84	85
J1364	6	14	17	26	29	37	38	41	42	51	53	57	64	66	67	68	69	78	91	94
J1365	2	6	16	18	27	40	44	53	54	62	64	65	76	77	80	81	82	84	89	92
J1366	2	3	7	8	15	27	33	38	53	54	60	65	71	73	79	80	88	91	93	94
J1367	0	1	18	19	21	26	31	36	41	42	43	62	76	78	81	83	89	90	97	99
J1368	8	13	15	19	22	28	30	34	36	37	40	42	45	47	50	60	66	73	90	95
J1369	1	5	6	9	13	15	23	24	31	40	41	55	60	65	68	69	72	75	81	87
J1370	3	5	7	9	10	20	21	24	40	43	46	48	53	57	58	66	75	78	88	97
J1371	1	13	16	18	24	35	39	41	42	44	57	60	69	71	73	79	86	90	94	99
J1372	3	5	12	19	20	23	26	28	34	35	39	50	54	64	66	68	86	87	91	99
J1373	18	24	29	30	33	38	43	44	55	57	63	68	70	73	74	86	87	90	93	97
J1374	0	2	4	5	13	18	19	20	31	32	33	41	56	61	64	68	69	90	93	94
J1375	1	3	6	9	10	21	28	30	31	42	57	59	60	61	68	83	85	87	90	93
J1376	4	11	13	16	31	32	36	45	47	56	58	60	61	71	77	84	88	91	92	97
J1377	2	5	6	10	17	21	25	28	31	32	34	46	51	58	60	69	77	80	85	87
J1378	9	16	17	23	24	32	35	39	43	45	49	61	64	69	70	72	82	83	93	96
J1379	6	16	24	26	37	40	55	57	58	61	67	69	73	75	76	77	79	80	88	95
J1380	8	12	14	16	17	21	22	23	25	27	29	47	53	63	64	67	76	79	80	97
J1381	1	8	17	18	33	38	41	44	46	49	57	58	59	65	82	84	89	91	96	98
J1382	3	12	14	20	28	31	33	34	35	36	43	54	58	70	73	80	82	92	95	98
J1383	8	9	14	25	27	31	39	43	46	47	58	59	62	66	73	74	87	90	95	96
J1384	4	10	11	18	19	27	30	32	45	49	54	56	58	65	69	70	71	90	92	97
J1385	10	13	15	20	23	27	32	34	38	40	43	58	63	65	69	74	77	81	90	97
J1386	7	25	28	31	33	36	43	44	45	55	67	71	80	82	83	90	92	93	95	97
J1387	2	6	15	17	22	25	26	29	35	42	62	66	72	73	80	82	92	93	95	96
J1388	7	8	12	18	19	37	39	45	46	48	49	50	54	62	74	80	87	89	93	95
J1389	2	14	17	23	32	36	46	49	52	60	64	71	72	73	76	82	85	86	91	94
J1390	2	3	4	16	35	40	41	43	62	64	66	67	70	76	78	80	89	95	96	99
J1391	1	4	10	14	18	19	28	36	41	49	53	55	66	68	70	72	75	82	89	92
J1392	2	3	7	15	28	29	36	38	54	57	58	65	74	76	77	84	85	86	90	91
J1393	0	3	5	23	29	31	33	37	41	43	45	46	54	56	61	65	73	77	78	88
J1394	1	5	14	16	17	19	26	38	53	54	56	59	60	63	68	69	78	79	81	91
J1395	3	6	7	11	15	18	42	45	48	51	54	55	57	71	77	79	82	90	91	97
J1396	4	9	18	24	25	36	39	47	50	52	54	56	63	70	74	79	80	82	83	87
J1397	3	5	13	24	26	28	31	33	50	53	55	56	66	67	73	76	82	84	88	90
J1398	11	16	22	25	29	30	31	36	37	38	42	43	53	65	78	79	81	87	90	91
J1399	5	15	18	20	22	24	33	40	44	45	48	56	57	60	65	69	70	73	80	83
J1400	5	9	11	17	20	26	29	33	34	39	58	62	64	66	70	74	77	85	91	99
J1401	1	4	10	13	15	16	21	22	23	29	30	35	49	64	72	77	79	80	88	90
J1402	6	13	15	16	20	29	34	37	38	47	49	58	61	66	67	80	82	85	86	93
J1403	2	7	14	16	20	25	27	30	31	35	36	40	42	46	51	65	68	72	82	98
J1404	4	9	15	23	24	29	30	33	40	43	44	46	49	51	54	71	73	84	86	95
J1405	0	4	6	15	24	25	35	38	41	42	50	55	58	65	71	80	87	89	96	97
J1406	2	9	17	21	25	27	29	32	38	43	60	67	69	70	79	82	84	87	94	97
J1407	6	14	17	24	26	40	51	54	56	68	70	73	75	78	83	84	85	86	90	93
J1408	5	9	20	23	32	33	43	46	48	50	51	52	57	72	74	78	85	88	89	95
J1409	4	15	25	26	34	44	58	63	69	72	73	78	79	83	84	86	87	89	92	93
J1410	10	11	13	14	21	22	25	38	39	41	48	54	55	56	60	69	72	73	76	85
J1411	0	5	6	9	15	23	25	27	36	43	45	47	51	55	59	69	83	89	94	97
J1412	0	12	13	19	20	21	23	30	33	35	36	37	48	58	62	66	67	76	83	88
J1413	8	13	21	24	35	37	39	43	47	48	53	58	60	76	81	83	87	90	94	97
J1414	29	36	39	41	43	45	54	58	59	60	66	70	75	76	81	83	86	94	95	98
J1415	1	4	6	7	9	10	18	21	22	33	40	46	52	61	62	69	75	84	87	95
J1416	12	15	22	31	33	37	40	42	45	46	53	57	67	73	82	83	85	88	95	99
J1417	3	14	16	17	24	25	34	35	37	40	46	54	55	56	62	70	71	74	76	85
J1418	11	16	19	22	31	37	41	44	48	55	60	66	72	73	76	83	85	92	95	98
J1419	5	7	8	10	18	19	21	31	32	36	39	42	45	64	71	78	80	86	97	98
J1420	12	17	23	26	27	34	35	36	39	59	60	67	68	70	73	77	79	92	93	96
J1421	5	7	13	16	18	19	21	22	29	31	37	52	55	57	65	66	71	73	90	95
J1422	3	10	15	16	23	29	30	33	37	40	46	52	57	67	68	70	73	84	91	94
J1423	5	6	9	12	17	23	24	27	30	36	40	46	61	66	77	79	81	89	90	94
J1424	9	15	16	17	21	28	49	61	64	67	76	80	86	87	88	91	92	93	94	96
J1425	0	4	7	10	11	12	27	28	33	37	38	45	47	56	61	62	82	83	84	90
J1426	0	2	5	16	18	20	21	24	30	36	37	40	52	55	58	61	68	75	80	91
J1427	7	11	12	16	25	29	34	40	41	54	63	64	67	70	71	83	88	93	94	96
J1428	0	4	14	23	24	29	31	35	45	48	53	59	62	69	71	72	74	80	88	96
J1429	1	4	8	14	17	19	27	35	36	39	41	44	59	64	66	68	70	77	89	93
J1430	0	9	11	13	19	23	26	28	37	40	51	55	68	72	75	80	85	86	92	94
J1431	0	9	10	13	14	20	22	26	34	36	39	41	47	55	58	59	69	83	92	97
J1432	2	4	5	9	27	28	29	34	38	39	40	41	42	49	52	56	57	67	77	94
J1433	7	11	15	20	23	25	31	34	36	41	42	48	62	71	76	77	82	85	86	91
J1434	13	14	20	25	33	40	47	51	53	55	56	58	66	69	71	72	79	97	98	99
J1435	0	5	10	12	15	16	17	18	34	42	45	46	47	49	55	65	75	81	95	98
J1436	0	2	9	14	23	26	31	32	33	37	44	49	59	65	74	78	80	83	86	89
J1437	8	9	11	16	17	19	23	37	38	39	49	51	59	61	69	77	86	90	93	97
J1438	9	16	17	38	41	48	49	51	53	54	66	68	70	73	75	76	78	79	94	96
J1439	3	4	5	9	14	19	23	24	27	28	36	51	55	58	68	74	76	79	92	98
J1440	11	19	29	32	35	37	43	52	55	59	66	72	76	80	86	89	91	92	93	96
J1441	6	12	13	16	18	19	20	27	31	41	42	48	49	61	69	78	86	90	93	96
J1442	0	3	20	28	30	32	34	35	39	45	53	56	64	65	70	77	85	89	91	92
J1443	22	28	29	36	47	51	57	58	59	60	68	69	71	80	83	86	91	93	94	96
J1444	3	5	12	16	23	24	27	33	35	41	46	62	81	83	85	87	89	91	98	99
J1445	11	12	18	20	34	41	48	49	51	52	54	73	75	84	86	90	94	95	96	97
J1446	1	4	8	13	16	21	22	27	39	42	43	44	46	55	62	68	70	76	86	92
J1447	0	1	8	13	14	18	28	30	33	42	53	55	57	61	64	80	84	86	94	99
J1448	3	9	15	17	18	28	40	42	43	49	53	55	58	68	69	83	84	89	95	97
J1449	2	3	6	7	11	17	21	26	31	40	44	47	49	57	67	69	70	77	82	86
J1450	1	2	6	8	11	20	29	32	36	47	51	61	66	72	74	79	82	88	92	96
J1451	6	13	18	22	26	39	43	47	48	51	58	61	65	75	77	79	86	89	92	96
J1452	3	8	9	11	19	20	28	35	40	48	49	56	59	69	70	84	85	90	94	95
J1453	7	8	9	14	15	26	32	43	44	45	49	56	58	63	69	75	78	79	82	85
J1454	0	7	30	34	35	43	51	57	66	67	68	73	77	79	83	89	90	95	97	99
J1455	3	4	7	17	25	26	30	37	38	44	48	49	52	53	54	71	72	82	91	96
J1456	3	4	6	9	10	13	32	37	38	40	45	61	65	68	69	71	72	79	82	86
J1457	4	5	15	23	28	34	36	39	40	47	61	70	73	77	83	89	90	91	92	97
J1458	0	2	8	13	17	20	29	32	35	43	46	47	49	50	55	71	75	85	90	92
J1459	4	16	17	20	22	31	33	37	38	41	45	47	48	58	62	75	78	80	81	95
J1460	2	4	7	19	31	34	37	45	54	57	60	66	69	84	85	86	87	90	93	95
J1461	1	2	6	8	13	17	21	22	23	27	34	44	50	57	61	68	74	77	95	99
J1462	0	2	16	19	34	44	45	48	58	60	61	63	64	65	71	77	80	91	92	97
J1463	0	5	19	20	25	31	34	36	43	46	47	57	62	66	73	76	77	82	91	92
J1464	2	3	4	5	9	16	17	35	36	38	40	51	55	56	59	60	78	82	83	85
J1465	1	10	11	15	18	32	34	37	40	42	44	46	54	61	62	79	83	91	92	93
J1466	4	9	14	16	20	21	28	35	41	44	50	67	76	77	82	84	85	86	90	98
J1467	2	3	12	20	25	33	34	41	43	45	48	53	64	67	77	78	80	85	86	88
J1468	2	5	8	11	14	30	35	36	37	38	49	50	54	60	62	69	74	80	87	88
J1469	1	8	11	15	18	19	21	26	30	38	42	45	54	56	63	73	76	87	92	95
J1470	0	10	13	17	18	22	30	31	32	43	45	46	65	73	74	82	85	87	97	99
J1471	2	4	10	13	23	27	39	41	47	49	54	57	60	63	64	65	66	71	83	87
J1472	0	3	6	8	10	12	21	30	31	37	41	43	64	65	67	68	72	76	81	86
J1473	5	6	8	9	12	21	24	25	40	53	56	64	70	73	79	84	87	92	94	96
J1474	4	14	16	17	20	22	26	30	36	39	47	51	52	54	57	59	64	70	71	92
J1475	1	6	7	15	25	30	34	38	41	45	49	58	60	62	75	78	84	91	93	98
J1476	0	5	7	17	19	23	30	35	36	37	44	46	49	70	74	87	88	90	95	99
J1477	6	16	17	18	21	24	27	42	43	52	57	59	61	63	67	71	75	80	90	92
J1478	0	2	5	15	17	40	48	49	52	62	63	68	71	78	81	83	88	94	97	98
J1479	3	7	10	12	15	20	28	30	34	35	43	51	60	61	69	71	72	80	85	99
J1480	0	1	4	5	8	13	14	17	22	26	43	54	59	60	62	66	77	87	96	97
J1481	4	8	9	11	16	19	21	31	40	46	48	50	55	59	62	64	66	70	80	99
J1482	0	9	13	21	32	33	36	52	57	60	61	64	66	70	73	77	88	89	90	97
J1483	4	5	7	27	31	32	35	45	52	53	56	59	60	61	63	71	82	85	86	97
J1484	1	6	14	15	36	39	40	43	46	50	52	55	57	61	64	65	77	78	79	87
J1485	0	10	25	29	31	37	43	47	51	53	55	60	64	80	84	88	92	94	95	99
J1486	0	6	19	29	32	35	37	39	45	47	55	57	64	71	73	76	83	91	95	96
J1487	11	12	14	18	20	26	29	30	35	40	46	54	65	67	69	74	77	78	86	87
J1488	2	4	7	8	9	24	29	44	46	47	51	63	64	66	70	81	84	87	90	92
J1489	5	7	8	12	14	18	30	47	49	60	62	65	66	73	80	83	87	89	94	97
J1490	10	14	19	21	23	28	29	35	41	58	62	64	72	76	77	78	82	85	96	98
J1491	3	7	11	14	21	28	37	41	49	50	54	58	69	73	77	78	80	87	88	90
J1492	4	23	28	30	31	36	37	38	41	42	44	46	50	53	54	58	70	78	89	95
J1493	1	9	13	16	19	28	33	34	39	40	47	48	53	56	63	65	69	73	78	98
J1494	2	9	10	16	20	27	35	36	44	49	55	60	61	82	86	88	93	94	98	99
J1495	0	1	20	27	34	35	36	43	45	54	55	58	67	70	71	81	83	87	89	95
J1496	3	5	11	12	16	17	22	24	31	32	37	57	60	61	77	81	84	85	86	95
J1497	0	9	15	19	21	26	30	44	49	50	51	54	56	63	69	76	81	83	91	93
J1498	0	1	2	9	14	16	18	19	25	27	33	34	46	52	56	57	60	78	82	83
J1499	12	15	22	23	28	30	35	43	45	51	58	60	64	69	70	71	76	84	91	93
J1500	1	10	12	15	18	25	26	31	44	59	63	64	69	70	71	81	87	92	93	99
J1501	15	17	21	26	33	35	39	42	46	51	54	55	59	62	69	70	92	94	98	99
J1502	6	18	21	22	26	29	40	49	54	60	61	65	66	74	75	82	84	87	94	95
J1503	6	7	9	19	25	28	29	33	37	38	46	47	49	51	58	66	67	80	92	96
J1504	8	16	18	22	39	49	58	60	61	64	65	66	69	70	75	79	84	91	96	98
J1505	1	15	17	22	26	28	29	33	45	46	49	50	51	58	71	73	75	85	92	96
J1506	3	16	22	28	31	32	34	46	49	51	53	54	57	67	71	75	85	90	97	99
J1507	5	7	9	16	26	29	40	45	47	52	60	64	65	73	81	87	92	94	96	99
J1508	1	5	23	28	39	41	47	58	63	66	69	72	74	80	87	88	89	93	95	99
J1509	1	2	4	6	16	19	29	30	40	51	54	57	58	67	72	75	79	83	93	96
J1510	0	4	6	30	31	35	40	41	48	51	53	63	66	67	69	70	74	75	85	89
J1511	0	1	4	5	6	16	19	42	43	47	56	63	65	67	73	82	85	87	88	91
J1512	9	10	11	22	26	38	45	48	49	57	60	67	69	70	73	74	84	85	86	97
J1513	0	6	7	14	15	16	18	20	21	29	31	33	37	44	49	58	68	72	84	90
J1514	9	10	14	29	31	37	43	51	55	60	62	68	69	73	80	82	85	86	87	88
J1515	17	18	25	26	29	31	33	36	40	45	46	47	52	56	65	66	68	71	80	83
J1516	0	1	9	12	13	20	28	29	34	39	52	54	63	72	79	89	90	93	95	99
J1517	2	5	8	9	10	12	28	34	43	46	47	51	54	63	67	76	80	85	89	99
J1518	2	5	10	14	19	20	22	23	38	40	49	51	53	54	56	75	79	82	85	93
J1519	3	6	13	19	32	37	42	44	45	50	51	56	64	69	70	73	75	82	84	99
J1520	5	6	7	12	15	20	30	33	37	57	58	60	64	67	72	82	87	88	95	96
J1521	1	2	6	8	19	20	21	28	38	41	46	51	55	57	68	81	87	91	92	97
J1522	1	3	11	18	19	35	44	54	59	60	64	68	70	71	76	77	79	80	84	96
J1523	0	4	10	12	18	24	28	36	39	42	43	47	49	50	54	64	67	81	86	98
J1524	2	7	8	14	16	21	22	26	30	32	36	42	48	59	72	82	87	90	93	95
J1525	7	15	23	24	26	29	30	43	49	53	54	61	63	67	68	78	80	85	93	94
J1526	3	6	7	17	18	23	25	26	38	50	51	62	66	70	78	82	86	88	90	98
J1527	1	4	8	10	18	23	24	26	37	39	40	47	72	81	84	89	93	94	96	99
J1528	7	11	17	41	46	48	50	52	56	60	61	62	69	71	78	79	81	82	92	94
J1529	2	3	6	8	9	15	20	26	34	49	54	55	63	64	67	74	76	82	87	98
J1530	0	7	13	15	17	32	41	43	45	48	51	53	54	61	63	66	72	79	84	88
J1531	13	14	15	25	26	27	35	39	50	51	52	61	65	69	70	72	75	77	92	94
J1532	5	8	14	16	17	21	27	38	49	50	51	54	57	61	66	75	77	83	92	94
J1533	8	10	25	34	36	38	53	54	55	56	58	69	76	81	84	85	86	88	98	99
J1534	0	3	4	6	13	14	20	35	39	40	42	45	48	70	72	76	80	81	87	94
J1535	0	1	8	19	30	35	37	38	48	50	59	61	65	68	69	71	74	76	84	97
J1536	0	1	4	12	15	16	17	23	28	29	30	32	34	43	45	50	52	61	63	85
J1537	7	10	16	22	24	32	35	40	45	46	58	63	65	66	71	72	83	86	92	97
J1538	2	3	7	9	11	15	16	18	34	50	57	63	68	74	83	85	86	87	94	96
J1539	4	12	16	17	25	29	32	34	42	48	53	59	60	63	69	74	76	80	95	99
J1540	2	7	19	25	28	34	49	54	56	58	59	66	67	72	73	85	91	93	98	99
J1541	2	7	17	18	28	35	46	47	50	55	59	63	64	65	69	71	74	85	86	90
J1542	23	26	28	30	38	43	45	47	54	55	57	59	64	74	76	77	78	83	88	91
J1543	10	12	13	15	16	17	21	22	27	39	40	61	67	68	72	75	85	88	92	97
J1544	3	10	13	19	25	32	38	40	48	49	53	56	70	72	81	86	91	93	97	99
J1545	2	3	5	8	18	26	30	33	37	41	42	44	52	54	61	64	71	79	85	90
J1546	4	8	9	17	19	25	27	35	39	43	47	51	56	61	62	73	74	75	77	87
J1547	4	9	24	32	39	41	44	45	46	52	54	61	63	64	66	71	85	90	91	97
J1548	1	6	8	17	24	26	27	29	57	63	64	69	75	80	81	86	87	93	95	99
J1549	3	6	14	21	37	46	49	56	59	60	63	64	66	74	78	79	84	92	94	95
J1550	6	15	16	20	21	22	34	43	44	57	62	67	69	73	77	84	85	86	91	93
J1551	2	15	16	21	23	26	27	31	35	40	46	48	56	58	69	83	87	90	96	98
J1552	0	1	3	4	7	9	18	31	39	47	53	56	71	73	74	77	81	92	95	97
J1553	3	6	11	12	20	21	24	30	31	35	51	53	58	66	69	71	83	88	91	92
J1554	0	3	6	8	11	16	32	36	42	43	48	65	68	75	78	79	87	89	92	94
J1555	0	4	8	16	19	26	34	36	37	42	43	62	64	65	76	83	84	86	96	97
J1556	13	27	28	30	34	39	41	47	48	51	54	57	67	74	75	83	84	93	96	99
J1557	0	2	6	8	13	17	23	29	33	36	40	42	47	49	57	67	75	80	91	95
J1558	4	14	15	21	25	28	29	31	49	53	55	56	62	67	70	71	80	83	85	92
J1559	7	9	11	16	17	23	24	28	34	36	48	49	63	70	72	73	82	84	87	91
J1560	4	6	8	17	23	26	30	35	37	47	49	52	53	56	61	65	74	75	77	94
J1561	5	26	30	32	36	39	51	54	56	57	61	65	68	70	76	78	85	93	97	98
J1562	2	7	16	17	21	26	33	50	54	57	63	64	71	72	74	79	84	85	92	97
J1563	4	15	19	26	27	32	38	41	56	57	62	71	75	76	81	85	88	96	97	99
J1564	9	16	24	25	31	38	41	50	55	60	66	68	69	71	81	89	91	95	98	99
J1565	0	10	14	16	17	24	30	35	42	46	49	51	53	58	68	72	73	74	91	99
J1566	5	10	23	24	25	27	28	41	51	56	61	65	71	73	76	80	83	88	91	98
J1567	5	8	16	17	23	28	29	42	46	53	63	64	73	74	77	85	86	87	89	93
J1568	2	6	11	15	17	18	20	29	36	45	47	55	57	68	70	80	85	90	93	94
J1569	2	7	13	15	30	33	42	48	49	56	62	65	66	71	73	75	77	79	85	93
J1570	0	6	11	16	18	21	22	28	30	33	39	44	46	47	59	75	78	80	95	96
J1571	0	1	3	6	7	13	14	17	23	27	33	36	38	42	54	68	71	73	77	91
J1572	2	12	15	18	22	32	34	36	55	56	58	60	61	65	72	77	83	86	89	99
J1573	20	25	27	28	32	39	41	42	48	49	63	66	69	80	81	85	88	91	93	96
J1574	4	11	18	19	21	35	40	44	47	51	52	62	69	70	71	76	77	82	88	91
J1575	5	12	13	14	17	22	44	45	47	56	57	60	66	67	75	81	88	89	91	95
J1576	3	20	22	23	26	27	30	36	39	40	46	47	66	67	83	84	87	95	98	99
J1577	1	8	9	11	12	16	17	20	22	26	27	29	38	43	55	63	77	84	93	97
J1578	6	9	12	17	18	40	54	56	63	66	67	69	71	73	76	82	84	88	93	99
J1579	5	6	7	21	23	24	25	34	35	36	41	42	55	62	65	68	73	81	82	83
J1580	1	2	5	9	18	23	42	45	47	50	53	56	62	69	78	82	91	93	94	97
J1581	2	11	12	18	19	37	39	41	50	53	60	67	75	77	80	82	84	89	92	93
J1582	6	18	20	22	23	28	34	35	42	53	64	65	68	70	73	75	78	84	86	93
J1583	11	12	13	16	18	22	41	43	44	47	53	58	59	62	63	64	78	79	87	96
J1584	8	17	18	37	40	41	45	49	54	57	65	66	72	74	78	83	86	87	90	91
J1585	4	9	15	34	41	48	49	51	58	61	63	65	67	74	82	86	90	93	95	99
J1586	9	14	18	24	27	31	32	33	34	43	44	48	52	59	66	68	75	78	86	88
J1587	6	19	26	28	34	35	37	39	42	52	53	54	62	65	69	71	72	74	79	85
J1588	4	8	21	26	29	38	41	44	54	55	56	59	62	70	78	81	82	94	95	96
J1589	12	19	24	25	40	42	54	56	60	62	66	69	82	83	86	87	88	93	97	98
J1590	4	11	15	16	19	23	25	29	31	41	42	62	64	66	73	81	84	91	96	97
J1591	1	5	6	22	27	37	44	50	53	56	64	65	69	72	83	85	92	93	97	99
J1592	2	6	8	18	33	36	42	44	47	48	49	51	56	61	66	71	77	79	83	98
J1593	10	12	18	21	32	36	37	45	46	60	62	65	66	70	71	73	77	83	88	98
J1594	1	4	9	11	15	19	21	27	32	53	56	62	64	65	66	69	71	73	83	89
J1595	2	4	6	10	15	19	20	28	31	40	41	43	52	60	63	68	70	76	80	87
J1596	0	9	14	16	20	35	36	44	50	52	57	66	69	70	74	78	84	86	87	94
J1597	4	7	10	18	26	34	37	40	41	43	53	56	58	59	79	80	82	83	90	92
J1598	26	31	37	52	53	54	55	58	59	70	72	76	78	82	83	85	89	92	95	98
J1599	4	8	15	19	20	24	25	27	31	38	49	50	62	64	69	77	78	80	83	88
J1600	2	5	13	14	26	33	42	50	58	59	65	67	70	73	74	77	84	94	95	98
J1601	3	10	20	22	25	32	33	38	40	41	50	51	56	58	63	74	75	78	93	95
J1602	18	19	24	32	34	35	37	41	47	61	62	66	72	77	79	88	93	95	97	99
J1603	20	24	30	32	34	37	42	52	53	62	66	69	76	80	81	86	88	91	93	96
J1604	3	10	14	21	23	26	28	30	31	34	39	40	54	63	71	74	78	81	84	92
J1605	3	15	18	24	31	32	35	37	39	40	45	48	52	54	55	57	58	59	60	96
J1606	2	5	12	13	23	29	33	38	43	52	54	58	60	61	65	70	85	86	97	98
J1607	10	11	12	14	17	30	31	34	36	42	47	52	54	58	65	69	71	75	96	99
J1608	3	8	13	21	23	24	26	31	53	60	61	72	73	80	84	85	92	95	96	97
J1609	9	10	16	22	23	28	35	38	39	54	55	58	62	63	66	79	85	91	92	94
J1610	8	10	29	41	44	48	49	53	54	56	62	63	64	68	72	73	79	81	88	97
J1611	0	1	2	5	11	13	21	22	28	30	45	46	48	54	64	71	80	89	96	97
J1612	2	3	5	6	14	19	28	31	32	36	40	50	60	74	77	78	84	92	94	97
J1613	3	12	17	23	32	36	45	48	56	65	72	73	74	75	78	80	84	90	91	97
J1614	1	5	7	9	14	15	21	33	45	50	51	52	69	77	79	88	89	91	92	96
J1615	2	4	5	10	13	23	24	25	30	46	53	68	72	74	81	82	87	88	89	93
J1616	12	21	25	32	36	37	40	45	49	51	58	61	66	72	75	76	77	80	85	96
J1617	6	9	14	16	19	25	26	32	34	40	50	51	67	77	81	82	86	88	95	98
J1618	0	11	14	20	26	28	36	39	41	59	61	67	73	76	77	89	92	93	97	99
J1619	1	2	5	9	10	21	29	32	34	35	36	43	55	58	66	77	78	82	88	96
J1620	2	4	9	11	14	16	21	32	33	39	54	55	67	75	76	77	78	79	94	95
J1621	5	11	15	23	25	27	28	29	31	32	33	45	53	71	84	87	88	90	92	93
J1622	8	12	13	16	17	24	40	47	48	54	63	73	75	78	82	88	89	90	95	98
J1623	4	12	13	14	15	29	45	46	59	60	63	65	75	83	85	92	94	96	97	99
J1624	1	2	28	33	39	50	53	55	58	64	66	70	72	74	76	79	85	89	92	98
J1625	0	12	16	19	25	31	32	35	36	43	45	54	57	61	62	75	82	92	95	97
J1626	7	13	15	17	23	28	31	34	41	42	50	59	61	64	67	70	81	88	90	93
J1627	0	2	10	14	20	27	37	42	59	61	62	64	72	73	79	87	90	94	96	99
J1628	2	8	24	26	28	29	47	56	57	62	66	67	71	72	74	76	77	82	84	91
