Jogo	Bola1	Bola2	Bola3	Bola4	Bola5	Bola6	Bola7	Bola8	Bola9	Bola10	Bola11	Bola12	Bola13	Bola14	Bola15
J1	2	3	5	6	9	10	11	13	14	16	18	20	23	24	25
J2	1	4	5	6	7	9	11	12	13	15	16	19	20	23	24
J3	1	4	6	7	8	9	10	11	12	14	16	17	20	23	24
J4	1	2	4	5	8	10	12	13	16	17	18	19	23	24	25
J5	1	2	4	8	9	11	12	13	15	16	19	20	23	24	25
J6	1	2	4	5	6	7	10	12	15	16	17	19	21	23	25
J7	1	4	7	8	10	12	14	15	16	18	19	21	22	23	25
J8	1	5	6	8	9	10	13	15	16	17	18	19	20	22	25
J9	3	4	5	9	10	11	13	15	16	17	19	20	21	24	25
J10	2	3	4	5	6	8	9	10	11	12	14	19	20	23	24
J11	2	6	7	8	9	10	11	12	16	19	20	22	23	24	25
J12	1	2	4	5	7	8	9	10	11	12	14	16	17	24	25
J13	3	5	6	7	8	9	10	11	13	14	15	16	17	19	23
J14	1	2	5	6	7	9	13	14	15	18	19	20	21	23	25
J15	1	2	4	6	8	10	12	15	16	18	19	21	23	24	25
J16	2	5	6	7	8	10	12	13	15	17	19	21	23	24	25
J17	1	2	3	5	6	7	9	13	14	16	17	18	19	20	21
J18	2	6	7	8	10	11	14	15	17	18	19	20	22	23	24
J19	2	5	6	7	8	10	11	13	14	15	16	17	20	23	24
J20	3	4	6	7	8	9	10	14	16	17	18	19	20	23	24
J21	1	2	4	5	8	11	14	16	18	19	20	22	23	24	25
J22	1	2	3	4	5	6	7	9	10	12	13	14	15	22	25
J23	1	3	4	5	6	8	10	11	12	14	16	17	18	19	20
J24	1	2	3	5	7	10	11	14	17	19	20	21	23	24	25
J25	1	2	3	4	5	6	7	9	13	14	16	20	22	23	24
J26	5	7	8	9	10	11	13	14	16	17	19	20	21	22	23
J27	3	6	8	10	11	12	13	14	15	18	20	21	22	24	25
J28	1	3	7	9	10	11	12	13	14	16	17	18	19	20	21
J29	1	4	5	6	8	9	13	14	16	17	19	20	21	22	24
J30	1	2	3	4	6	7	8	11	14	17	19	20	21	22	23
J31	1	2	3	4	9	13	14	15	17	19	20	21	22	24	25
J32	1	2	4	6	7	9	10	11	14	15	16	17	20	22	23
J33	1	2	5	7	8	10	11	12	14	16	19	20	21	23	24
J34	1	2	4	7	8	9	10	11	15	16	18	19	20	21	23
J35	1	4	5	6	11	12	13	14	16	17	19	21	22	23	25
J36	1	4	5	7	8	10	11	14	17	19	20	21	22	23	24
J37	1	3	4	5	8	9	10	11	13	15	20	21	22	23	24
J38	1	2	3	6	7	8	9	10	13	14	15	16	22	24	25
J39	2	7	8	9	11	13	14	15	17	18	19	21	22	23	24
J40	1	2	5	7	8	10	12	13	14	16	17	20	21	22	24
J41	2	3	4	9	12	13	15	16	17	18	19	20	21	23	25
J42	1	3	4	5	6	8	11	12	14	15	17	21	22	24	25
J43	1	3	6	7	8	9	10	14	17	18	19	20	22	23	24
J44	3	4	5	6	10	11	12	13	14	18	19	21	23	24	25
J45	1	2	3	5	7	9	14	16	17	18	19	21	23	24	25
J46	1	2	4	5	6	8	10	11	14	18	19	21	23	24	25
J47	1	2	3	4	5	6	8	10	11	13	15	18	20	22	25
J48	2	5	6	7	11	13	15	16	17	18	19	20	21	22	23
J49	2	4	5	6	8	11	13	15	16	19	20	21	22	23	24
J50	1	2	3	6	7	9	10	11	12	13	19	20	21	23	25
J51	1	3	5	6	7	8	11	13	14	16	17	20	21	22	23
J52	1	2	4	8	9	11	12	13	15	16	21	22	23	24	25
J53	1	2	3	6	7	9	11	12	14	17	18	19	20	23	24
J54	2	4	5	6	7	8	9	12	14	16	18	20	21	22	24
J55	2	3	4	5	6	7	8	9	12	13	15	16	18	19	25
J56	1	2	5	9	12	13	14	15	16	17	19	20	22	23	24
J57	1	2	3	4	6	7	8	11	12	17	19	20	21	22	25
J58	3	4	5	6	11	12	13	14	15	16	17	18	19	20	22
J59	1	3	5	6	7	8	10	11	13	14	15	19	20	23	25
J60	1	2	3	4	5	8	11	16	17	18	19	22	23	24	25
J61	1	4	5	9	11	12	13	14	15	16	19	20	22	23	25
J62	1	3	7	8	9	11	13	14	15	16	17	18	20	24	25
J63	4	8	9	10	11	12	13	16	17	19	20	21	22	24	25
J64	1	2	3	6	7	8	9	10	13	14	17	18	20	23	25
J65	1	2	4	7	10	15	16	17	18	19	20	21	22	23	25
J66	1	2	4	8	10	11	14	15	16	17	20	21	22	23	24
J67	5	7	8	9	10	11	12	13	15	16	20	21	22	23	24
J68	1	2	3	5	6	7	8	9	10	12	16	17	22	23	25
J69	1	4	7	8	9	10	11	15	17	18	19	20	21	23	24
J70	1	2	3	5	6	9	10	12	14	15	16	19	20	24	25
J71	1	3	5	6	8	9	11	13	14	15	16	18	21	22	23
J72	1	2	5	7	8	11	12	13	15	16	17	18	23	24	25
J73	1	2	5	7	10	11	13	14	15	16	17	18	19	21	25
J74	1	2	3	4	5	6	8	11	13	15	16	18	22	23	25
J75	1	3	4	5	6	7	8	10	11	13	15	16	17	20	25
J76	1	3	5	8	9	10	12	13	15	16	17	19	21	23	25
J77	2	3	4	6	8	9	11	14	17	18	20	21	22	24	25
J78	1	2	3	5	6	7	8	12	13	15	16	17	18	20	23
J79	1	2	3	5	9	12	14	15	17	18	20	22	23	24	25
J80	1	2	3	4	5	7	9	10	14	15	17	18	20	22	25
J81	1	2	3	4	5	6	7	10	11	13	15	16	17	19	21
J82	1	4	5	6	8	9	12	13	15	17	18	19	20	22	23
J83	1	2	3	5	6	8	10	11	12	13	14	20	23	24	25
J84	1	2	4	6	8	12	15	16	17	19	20	22	23	24	25
J85	1	2	5	7	8	9	11	13	14	15	16	18	21	22	23
J86	2	4	5	6	8	9	12	13	14	17	18	19	23	24	25
J87	1	2	3	5	8	9	10	11	13	15	18	20	22	24	25
J88	1	2	4	5	8	9	10	11	12	14	17	18	19	24	25
J89	1	6	11	12	13	15	16	17	19	20	21	22	23	24	25
J90	1	2	3	8	10	11	12	15	17	20	21	22	23	24	25
J91	1	4	9	10	11	12	13	14	15	16	17	20	22	23	25
J92	1	2	4	6	8	12	13	14	15	17	18	19	21	22	24
J93	2	4	5	6	7	9	10	13	17	18	19	20	21	23	24
J94	2	4	8	9	11	12	13	15	16	17	18	21	22	23	24
J95	1	2	3	4	5	10	11	12	14	15	17	18	19	20	22
J96	3	4	6	9	10	12	14	16	17	18	19	21	22	23	24
J97	3	4	6	10	12	13	14	15	17	19	20	22	23	24	25
J98	1	2	5	6	8	10	11	15	17	18	20	22	23	24	25
J99	1	2	3	4	7	10	11	13	14	16	17	20	21	24	25
J100	1	3	4	8	9	10	11	12	13	14	16	17	22	23	25
J101	1	3	6	7	9	10	13	14	16	17	19	20	21	23	24
J102	1	2	3	4	7	9	10	11	12	18	19	21	22	23	25
J103	1	2	3	4	5	7	8	10	11	16	17	18	22	23	25
J104	5	6	7	10	11	13	14	15	16	18	19	21	22	24	25
J105	4	6	7	8	9	10	11	12	13	15	17	19	21	22	25
J106	1	2	3	4	5	6	10	12	13	14	15	17	22	23	25
J107	1	3	4	6	7	8	9	11	12	15	17	18	21	24	25
J108	1	2	4	7	8	9	11	12	14	15	16	18	22	23	25
J109	1	3	5	7	9	11	12	13	16	18	20	21	23	24	25
J110	1	3	4	5	6	12	13	14	17	19	20	21	22	23	25
J111	1	5	6	10	11	12	13	15	17	18	19	21	22	24	25
J112	1	2	3	4	6	10	11	14	15	17	18	19	20	21	23
J113	1	2	4	5	6	8	11	12	13	14	19	20	21	24	25
J114	1	2	3	6	7	8	9	10	11	14	20	21	22	24	25
J115	1	4	5	6	7	9	11	12	13	16	17	18	20	21	25
J116	1	2	9	10	11	12	13	14	16	18	19	20	21	23	25
J117	5	6	7	9	10	11	12	13	14	15	17	18	20	23	25
J118	2	4	5	6	8	12	13	14	15	18	19	21	22	23	24
J119	1	4	6	8	9	10	11	15	17	18	20	21	22	23	24
J120	1	3	5	7	8	11	12	13	15	16	18	19	20	21	24
J121	1	2	4	5	7	9	10	11	12	16	17	18	23	24	25
J122	1	2	4	5	8	9	10	13	15	17	18	20	22	23	25
J123	4	5	6	7	11	12	13	17	18	19	20	21	22	23	24
J124	2	3	4	6	7	9	14	15	16	18	19	20	21	24	25
J125	2	3	4	6	7	9	10	11	12	15	16	21	22	24	25
J126	1	2	3	4	6	7	8	13	14	16	18	21	22	24	25
J127	1	2	3	4	5	7	10	11	12	13	18	19	22	23	25
J128	2	3	4	6	11	13	14	15	16	17	19	20	21	23	25
J129	2	5	6	7	9	11	13	15	18	19	20	21	22	23	25
J130	2	3	4	5	6	9	10	12	13	15	17	19	23	24	25
J131	2	4	5	6	7	8	11	12	13	15	19	20	22	23	25
J132	1	3	4	5	7	9	10	11	14	15	16	17	22	23	25
J133	1	3	4	5	8	9	11	13	15	18	19	20	21	22	23
J134	1	3	5	7	8	10	11	12	13	14	16	17	19	22	25
J135	1	2	5	7	8	10	13	14	15	18	19	20	21	22	25
J136	1	2	3	5	6	9	12	13	14	15	17	21	22	23	24
J137	2	6	8	9	10	11	12	13	16	17	18	19	20	21	25
J138	2	3	4	5	7	8	11	13	15	16	17	21	22	24	25
J139	1	2	7	9	12	14	15	16	17	18	19	21	22	23	24
J140	1	2	3	6	9	10	12	13	15	18	19	20	22	24	25
J141	1	3	7	8	9	10	12	13	16	17	18	19	20	24	25
J142	1	2	4	5	6	7	9	15	16	17	18	19	22	23	24
J143	1	2	8	9	11	13	15	16	17	19	21	22	23	24	25
J144	1	2	4	7	9	11	12	14	17	19	20	21	22	24	25
J145	1	2	3	9	10	11	13	14	15	17	18	20	22	24	25
J146	1	2	5	8	10	11	12	13	14	16	17	22	23	24	25
J147	1	2	4	5	6	10	11	12	13	16	19	21	22	23	25
J148	1	2	4	5	8	9	12	13	16	17	20	21	22	24	25
J149	2	5	7	9	10	13	15	16	17	18	19	20	23	24	25
J150	1	3	5	6	7	8	9	11	14	19	21	22	23	24	25
J151	3	4	5	7	9	10	11	12	13	14	16	18	20	23	24
J152	3	4	5	6	7	8	13	15	17	19	20	22	23	24	25
J153	1	2	4	5	8	11	12	13	17	18	20	21	23	24	25
J154	1	2	3	5	6	9	10	11	13	14	15	16	18	23	24
J155	2	4	5	8	10	11	14	15	16	18	19	20	21	22	24
J156	1	3	4	8	9	10	11	12	13	14	15	19	20	22	23
J157	1	2	4	6	7	9	10	12	14	16	18	19	21	24	25
J158	2	7	8	9	10	11	12	15	16	17	18	19	20	22	23
J159	1	2	3	4	5	6	8	10	11	14	15	17	20	24	25
J160	1	3	4	9	10	11	12	14	15	16	17	19	20	21	24
J161	1	5	8	11	13	15	16	17	18	20	21	22	23	24	25
J162	1	2	3	4	5	6	8	11	12	13	16	18	20	23	24
J163	1	2	3	5	6	7	9	13	14	15	20	21	23	24	25
J164	1	2	3	5	6	8	10	11	14	15	18	21	22	23	24
J165	1	2	4	6	8	9	12	13	14	15	17	18	19	22	25
J166	2	3	4	8	9	10	13	14	15	18	19	20	21	22	23
J167	1	2	3	6	8	9	10	13	14	16	18	19	22	23	24
J168	1	2	3	4	7	10	12	15	16	17	19	20	22	23	24
J169	1	4	5	6	7	8	9	10	11	12	15	16	20	21	24
J170	1	3	4	5	6	7	8	10	13	16	18	20	22	23	25
J171	1	3	4	10	11	12	13	15	16	17	21	22	23	24	25
J172	1	2	4	6	7	9	10	11	12	13	18	20	21	22	25
J173	2	3	4	5	7	8	11	15	19	20	21	22	23	24	25
J174	1	2	4	7	9	10	11	12	13	15	17	20	23	24	25
J175	2	3	5	6	7	11	12	13	14	15	16	18	19	21	24
J176	2	4	10	11	12	13	15	16	17	18	21	22	23	24	25
J177	2	6	7	8	10	11	13	15	16	17	19	20	21	23	24
J178	2	3	4	6	8	9	10	14	16	19	20	21	23	24	25
J179	2	3	4	5	7	9	13	14	15	17	19	22	23	24	25
J180	1	2	3	4	5	6	7	8	10	11	15	17	20	24	25
J181	1	4	5	6	7	8	14	15	16	17	19	20	21	22	23
J182	2	3	4	7	8	9	11	13	14	17	19	21	22	23	25
J183	2	4	6	7	8	11	13	14	16	19	20	21	23	24	25
J184	1	3	7	8	9	10	11	15	16	17	18	19	21	23	25
J185	1	2	4	6	7	8	9	11	12	15	17	19	20	23	25
J186	2	4	5	6	11	12	13	16	17	18	19	22	23	24	25
J187	1	3	11	12	13	15	16	17	18	19	21	22	23	24	25
J188	2	3	5	8	10	11	13	16	19	20	21	22	23	24	25
J189	1	2	4	5	6	7	9	13	16	18	19	20	22	23	24
J190	1	3	4	5	7	8	11	13	14	15	16	18	19	23	24
J191	2	5	8	9	10	12	13	15	17	18	19	20	21	22	23
J192	1	2	3	4	5	6	11	13	14	15	16	21	22	23	24
J193	1	2	3	4	5	8	9	10	14	15	16	19	20	21	25
J194	2	7	8	9	10	12	13	14	15	17	18	21	22	23	25
J195	2	3	4	6	7	8	9	11	12	14	17	18	19	22	23
J196	2	3	4	5	10	14	15	16	17	19	20	22	23	24	25
J197	3	4	5	6	7	8	9	10	12	13	18	20	21	22	23
J198	1	2	4	5	6	7	13	14	15	16	17	18	20	21	25
J199	1	2	3	4	5	6	9	11	12	15	19	20	21	22	23
J200	1	2	4	5	8	9	11	12	13	14	15	16	21	23	24
J201	1	2	4	5	8	9	10	11	12	13	14	15	19	20	22
J202	1	3	5	10	11	13	14	16	17	18	19	21	22	23	24
J203	1	2	3	4	5	6	7	12	13	14	17	18	23	24	25
J204	2	3	4	5	7	8	11	14	15	16	17	22	23	24	25
J205	2	3	4	9	10	11	12	14	15	16	17	18	21	22	25
J206	2	3	5	8	9	11	12	13	14	15	16	17	20	21	22
J207	1	2	3	4	6	9	10	12	13	14	15	17	19	20	22
J208	1	3	4	6	7	9	10	11	12	14	15	16	19	23	24
J209	1	3	5	6	7	9	10	14	15	18	19	21	22	24	25
J210	3	5	7	9	10	11	13	14	15	16	18	21	22	23	24
J211	1	2	4	6	8	10	11	12	14	16	17	18	22	24	25
J212	1	3	4	6	8	9	10	11	12	14	16	19	20	22	23
J213	1	3	4	5	8	9	10	11	16	18	19	21	23	24	25
J214	1	2	3	4	9	11	13	14	15	18	19	20	22	24	25
J215	1	3	4	5	7	9	11	12	14	15	17	18	19	23	25
J216	2	3	4	5	6	7	9	10	11	13	17	19	21	24	25
J217	2	3	4	5	6	7	9	10	11	12	16	17	19	21	25
J218	2	5	7	8	11	12	13	14	15	16	17	20	21	22	25
J219	2	3	6	8	9	11	14	16	17	18	19	22	23	24	25
J220	5	9	10	12	13	14	15	16	17	18	20	21	23	24	25
J221	1	2	3	6	7	8	10	12	16	17	19	20	21	23	25
J222	1	3	4	5	6	7	8	9	12	15	18	21	22	23	24
J223	2	4	7	9	10	11	12	13	14	16	20	21	22	23	24
J224	4	6	8	9	10	11	12	13	15	18	19	20	21	23	24
J225	1	2	3	5	7	8	13	14	15	18	19	20	22	23	25
J226	4	5	8	10	11	13	14	15	16	17	18	19	20	21	25
J227	1	5	7	8	9	10	12	14	15	17	18	19	20	21	22
J228	2	4	10	11	12	13	14	15	16	17	18	19	20	24	25
J229	2	6	8	9	10	11	12	13	14	15	16	17	20	23	25
J230	1	2	3	4	5	6	8	10	11	13	14	15	17	22	24
J231	1	2	5	6	7	10	12	15	16	17	18	19	21	24	25
J232	4	5	6	9	11	12	13	14	16	17	18	21	23	24	25
J233	1	2	3	4	5	6	7	8	9	12	13	14	17	19	21
J234	1	2	3	4	5	9	11	12	13	14	15	17	21	22	24
J235	1	8	10	12	13	14	15	16	17	18	19	21	23	24	25
J236	1	3	4	5	7	8	9	12	13	15	16	21	22	23	25
J237	4	5	6	7	9	12	13	15	16	18	19	20	21	22	23
J238	1	3	4	6	11	12	13	14	15	17	19	20	21	23	24
J239	1	3	5	6	7	9	10	13	14	15	16	19	22	23	25
J240	1	2	4	9	10	11	13	14	15	16	18	19	21	22	23
J241	3	4	5	8	9	12	13	14	15	17	20	21	23	24	25
J242	2	5	6	8	9	13	14	15	16	17	18	19	21	22	23
J243	1	2	3	4	5	7	12	13	16	17	18	20	21	23	25
J244	3	5	6	7	9	10	11	12	14	15	18	20	21	22	24
J245	1	2	6	7	9	10	11	12	14	15	16	18	19	24	25
J246	1	4	5	7	8	9	10	12	13	15	17	18	21	24	25
J247	1	2	3	4	7	8	9	14	15	16	17	19	22	23	25
J248	1	2	5	8	9	10	11	12	13	15	16	19	20	21	25
J249	4	5	7	8	9	10	12	14	15	17	18	21	22	23	25
J250	1	2	3	5	9	10	12	13	15	16	17	18	19	21	23
J251	3	4	5	6	9	10	13	15	16	18	19	21	22	23	25
J252	2	3	4	6	8	11	14	15	17	18	19	22	23	24	25
J253	1	4	5	6	7	8	11	12	13	15	18	19	21	22	23
J254	2	3	4	5	6	7	8	9	11	13	14	15	16	20	23
J255	1	2	3	4	6	9	10	14	15	16	17	21	22	23	24
J256	1	2	6	7	8	9	10	12	13	15	16	18	20	22	24
J257	1	3	6	7	9	10	12	13	14	16	17	18	19	22	24
J258	2	4	5	6	9	12	13	14	17	19	20	21	22	24	25
J259	3	5	6	7	8	9	10	15	18	19	20	21	22	24	25
J260	1	3	4	5	6	7	8	9	11	13	14	18	19	20	24
J261	1	2	4	5	6	7	11	13	15	16	17	19	20	21	25
J262	3	4	6	7	8	9	12	13	14	15	17	20	21	23	24
J263	1	4	7	8	9	10	11	14	15	16	18	19	21	23	24
J264	1	3	4	6	8	9	12	13	16	19	20	21	22	23	25
J265	1	5	7	8	11	12	13	15	16	17	18	19	20	22	24
J266	1	3	4	5	6	7	9	11	14	15	18	19	21	22	24
J267	2	3	4	5	6	9	11	12	13	14	15	17	21	23	24
J268	5	6	7	8	9	10	12	14	15	16	18	19	20	23	25
J269	1	2	4	6	10	13	14	15	16	17	18	19	22	23	24
J270	1	3	4	5	6	7	8	9	14	16	18	19	23	24	25
J271	1	2	4	5	6	8	11	12	16	18	19	20	21	24	25
J272	1	2	4	5	8	9	11	12	13	15	17	20	23	24	25
J273	1	5	6	7	10	12	15	16	17	18	19	20	21	24	25
J274	2	4	5	6	7	10	11	12	14	15	17	20	21	23	25
J275	1	3	5	6	8	9	10	11	12	14	15	17	18	20	22
J276	2	3	4	5	7	10	11	12	13	17	18	19	20	22	25
J277	2	4	9	10	11	12	13	14	16	17	21	22	23	24	25
J278	1	2	3	5	6	9	11	12	13	15	17	19	21	23	25
J279	1	2	3	5	6	9	10	11	12	13	17	18	19	22	23
J280	3	4	5	6	9	10	11	13	15	16	17	19	20	24	25
J281	1	2	3	4	8	9	10	11	12	14	15	17	19	23	25
J282	2	3	4	7	8	11	12	13	15	16	19	20	21	22	25
J283	1	2	4	6	8	9	10	11	12	13	19	20	22	23	24
J284	1	3	5	6	7	11	12	13	15	17	19	21	22	23	25
J285	1	4	5	8	9	10	11	12	13	14	15	16	19	22	23
J286	1	2	3	4	7	9	10	11	12	13	19	21	23	24	25
J287	2	5	6	7	10	12	13	15	16	17	18	21	22	23	25
J288	1	2	3	4	6	9	10	12	13	14	15	18	19	24	25
J289	1	2	3	4	6	8	9	10	12	14	15	17	19	22	24
J290	1	2	5	6	7	9	11	12	13	14	17	20	21	22	23
J291	1	2	5	7	8	10	11	12	13	14	15	17	20	23	24
J292	2	3	5	7	8	9	11	12	13	16	17	21	22	24	25
J293	1	2	3	6	9	12	13	14	15	18	19	22	23	24	25
J294	1	2	3	4	5	7	8	11	12	15	16	20	23	24	25
J295	2	3	4	6	10	13	15	16	17	18	19	21	23	24	25
J296	2	3	6	7	8	11	12	14	15	16	17	18	19	22	25
J297	1	4	7	8	9	10	12	14	15	16	21	22	23	24	25
J298	1	3	4	6	7	8	11	12	13	14	15	16	21	22	24
J299	3	5	6	7	8	10	13	17	18	19	20	21	22	23	24
J300	3	4	7	8	9	11	12	15	17	19	20	21	22	23	25
J301	2	3	8	9	11	12	13	14	15	17	18	19	20	22	23
J302	2	4	5	6	9	10	11	12	14	15	16	18	20	22	25
J303	2	3	4	6	8	12	15	16	17	18	20	21	22	23	24
J304	1	3	4	5	12	14	15	16	17	18	19	20	21	22	25
J305	2	3	4	5	8	10	11	12	13	18	20	21	22	24	25
J306	1	2	4	5	8	11	12	13	14	15	16	18	19	20	25
J307	1	3	4	6	9	10	12	14	15	17	19	20	21	23	24
J308	1	2	4	5	12	13	15	16	18	19	21	22	23	24	25
J309	1	2	3	4	8	9	10	13	14	16	17	20	21	22	24
J310	2	3	5	9	10	11	14	15	16	17	18	19	21	23	24
J311	2	4	5	7	10	12	14	15	16	17	19	20	23	24	25
J312	1	2	6	8	9	10	11	12	13	16	17	18	19	22	25
J313	2	3	6	7	9	10	12	14	15	16	17	18	19	23	25
J314	1	2	5	6	8	9	11	12	13	14	15	19	20	21	22
J315	2	3	5	6	8	11	13	14	16	17	19	20	21	23	24
J316	1	3	4	6	7	8	10	12	13	14	15	18	19	23	24
J317	1	2	4	5	8	9	11	14	16	18	19	21	22	24	25
J318	3	4	5	6	9	11	12	13	14	15	16	18	21	23	25
J319	1	3	4	6	8	9	10	12	14	16	17	19	20	23	24
J320	1	3	6	9	11	12	14	15	17	18	19	21	22	23	25
J321	2	3	4	9	10	11	12	13	14	16	17	18	20	24	25
J322	1	2	3	5	7	12	13	15	16	17	18	20	21	23	24
J323	1	2	3	4	6	7	9	10	14	17	19	20	21	23	25
J324	1	2	3	4	6	7	8	9	10	12	16	20	21	23	24
J325	1	2	4	5	6	7	10	14	15	19	20	22	23	24	25
J326	1	2	4	6	7	8	10	11	12	13	15	17	18	24	25
J327	1	2	3	4	8	12	13	14	15	16	17	18	19	21	23
J328	2	3	4	5	11	12	13	15	18	19	21	22	23	24	25
J329	1	2	3	4	8	9	13	14	17	18	20	21	23	24	25
J330	1	2	5	6	9	12	14	15	17	18	19	22	23	24	25
J331	1	3	5	6	7	12	13	15	16	18	19	21	22	23	25
J332	2	3	5	6	7	10	11	12	14	19	20	21	23	24	25
J333	1	2	5	6	9	11	12	13	14	15	16	18	21	23	25
J334	1	2	6	7	8	11	13	15	16	17	18	21	22	23	25
J335	1	3	4	6	7	8	9	11	12	14	16	17	19	20	21
J336	1	2	3	5	6	8	10	11	14	15	16	17	19	22	25
J337	1	3	4	5	7	8	9	10	11	12	16	18	19	22	23
J338	3	4	5	6	7	9	12	14	15	16	17	19	20	21	25
J339	1	2	5	8	10	13	15	16	18	19	20	21	22	23	24
J340	2	3	4	5	6	8	9	10	11	14	19	20	21	22	25
J341	1	5	7	9	11	12	13	16	18	19	20	21	22	24	25
J342	1	3	4	8	11	12	13	15	16	19	20	21	22	23	25
J343	3	5	6	8	11	12	13	14	15	16	18	19	20	22	25
J344	3	4	5	6	9	10	11	12	13	15	16	20	21	24	25
J345	2	7	9	11	12	14	15	16	18	19	20	21	23	24	25
J346	1	2	3	5	6	8	10	12	14	15	17	18	21	23	24
J347	3	5	7	8	9	10	11	12	14	15	18	19	20	24	25
J348	1	2	5	7	8	12	14	17	18	19	20	21	22	24	25
J349	1	2	5	7	8	12	14	16	17	18	19	20	22	24	25
J350	1	2	3	4	6	7	8	9	12	13	14	15	22	23	25
J351	1	2	3	5	7	10	11	12	14	16	17	18	19	23	24
J352	1	2	3	4	6	9	12	13	15	17	18	19	20	22	24
J353	2	3	7	8	9	11	12	13	17	18	19	20	21	22	23
J354	1	2	4	7	8	9	10	12	16	17	18	19	21	22	23
J355	2	4	6	7	8	9	10	11	12	13	15	18	19	23	25
J356	2	4	5	9	10	11	13	14	15	16	19	20	22	24	25
J357	1	2	5	6	8	9	10	11	13	14	17	19	21	23	25
J358	2	4	6	9	10	11	12	14	15	16	17	18	23	24	25
J359	4	7	8	10	11	12	13	16	17	18	19	21	22	24	25
J360	1	2	3	4	5	7	8	9	11	17	18	19	20	23	24
J361	1	4	7	9	10	12	13	14	15	16	17	19	20	23	24
J362	1	2	3	4	5	6	7	10	12	13	17	18	22	23	24
J363	2	3	4	6	8	9	11	13	15	16	17	20	21	22	23
J364	2	3	4	6	7	9	11	12	13	15	19	20	21	22	24
J365	3	4	5	8	10	11	12	15	16	18	19	20	23	24	25
J366	3	5	6	8	9	11	13	15	17	18	20	21	22	23	25
J367	1	2	4	7	8	9	12	13	15	17	18	20	21	22	24
J368	2	3	4	5	6	11	13	14	15	17	19	20	21	22	24
J369	1	3	5	6	7	9	11	12	14	15	20	21	22	23	24
J370	3	4	6	7	8	9	10	11	12	14	16	17	19	23	25
J371	1	2	3	5	6	7	8	9	10	13	14	15	16	22	25
J372	3	4	5	6	10	12	13	14	16	17	19	22	23	24	25
J373	2	4	6	9	11	12	13	14	15	17	19	20	21	22	23
J374	1	2	3	6	9	12	13	16	18	20	21	22	23	24	25
J375	1	2	5	7	10	11	12	13	14	16	17	18	19	20	25
J376	2	3	8	10	12	13	14	15	16	18	20	21	22	24	25
J377	1	2	3	4	7	8	9	11	12	13	15	17	19	20	22
J378	2	3	4	6	12	13	14	15	16	19	21	22	23	24	25
J379	3	4	5	7	10	11	12	13	14	16	17	18	21	22	25
J380	2	3	4	6	7	8	9	10	11	14	17	18	22	23	25
J381	1	3	4	6	7	9	10	12	13	15	17	19	21	22	25
J382	2	3	4	7	8	9	10	11	12	14	15	16	21	22	24
J383	3	5	6	7	9	11	12	14	15	16	18	22	23	24	25
J384	1	3	4	7	10	11	13	15	17	18	19	20	21	22	25
J385	1	2	4	5	6	8	12	13	15	18	20	22	23	24	25
J386	1	2	3	4	6	7	9	11	15	18	19	20	21	23	25
J387	2	3	4	8	9	10	11	12	14	15	19	20	21	22	23
J388	1	2	3	5	6	7	9	10	11	15	16	17	18	20	21
J389	2	3	4	5	6	9	10	12	13	17	18	19	23	24	25
J390	2	5	7	10	11	12	13	14	15	19	20	21	22	24	25
J391	1	3	4	6	8	9	12	13	15	16	18	21	22	23	25
J392	1	2	3	4	10	11	12	14	15	17	18	20	21	23	25
J393	1	3	4	6	7	8	10	11	17	18	20	21	22	23	25
J394	2	5	6	7	8	12	13	14	16	18	20	21	22	23	24
J395	1	2	4	6	8	9	11	13	14	15	17	21	22	23	25
J396	1	2	3	5	6	7	9	10	11	13	15	18	20	22	24
J397	1	2	3	4	5	6	8	9	10	13	14	15	20	22	25
J398	2	3	4	5	7	8	9	10	12	13	16	18	20	21	22
J399	1	4	7	9	10	11	12	14	16	17	19	21	22	23	24
J400	1	5	9	10	12	14	15	16	17	19	20	21	22	23	24
J401	1	2	3	5	6	7	8	10	14	16	17	21	23	24	25
J402	1	2	4	6	7	8	9	11	16	20	21	22	23	24	25
J403	2	4	6	7	8	9	11	12	13	14	15	19	21	24	25
J404	1	5	6	8	10	11	13	14	16	18	20	21	22	24	25
J405	4	5	6	7	8	11	12	13	14	16	18	19	22	24	25
J406	1	2	4	5	7	8	9	10	11	16	17	21	22	23	24
J407	2	4	6	7	8	9	11	12	14	15	16	17	20	22	25
J408	1	2	3	4	10	11	12	14	15	18	19	20	21	22	23
J409	1	2	4	6	7	8	10	14	16	17	20	21	23	24	25
J410	1	4	5	7	8	9	10	11	13	14	15	17	18	19	25
J411	1	5	7	9	11	12	14	16	17	18	20	21	22	24	25
J412	3	4	8	9	10	11	12	16	17	18	19	20	21	22	25
J413	2	3	5	6	8	9	10	12	13	14	16	17	20	21	25
J414	2	3	5	6	8	9	10	11	15	16	18	19	20	21	25
J415	1	3	7	10	11	13	14	15	17	18	19	20	21	22	23
J416	1	2	5	6	7	13	15	16	18	19	20	22	23	24	25
J417	1	2	3	8	9	11	12	13	14	15	16	17	19	21	23
J418	5	8	9	10	11	12	13	14	18	19	20	22	23	24	25
J419	3	4	5	6	7	14	15	16	17	18	20	21	22	23	24
J420	3	4	5	6	7	8	9	10	11	12	18	19	22	24	25
J421	3	4	5	8	9	10	12	13	14	15	16	19	20	23	25
