Jogo	Bola1	Bola2	Bola3	Bola4	Bola5	Bola6	Bola7	Bola8	Bola9	Bola10	Bola11	Bola12	Bola13	Bola14	Bola15
J843	3	4	7	8	11	12	13	15	16	17	19	20	21	22	24
J844	1	3	5	7	8	9	10	12	15	16	17	19	22	24	25
J845	2	4	6	7	11	12	14	16	18	19	21	22	23	24	25
J846	1	4	6	9	10	11	13	14	15	19	20	21	23	24	25
J847	1	3	5	6	7	9	10	11	13	14	17	18	20	21	25
J848	2	3	5	8	9	13	14	16	17	18	19	21	23	24	25
J849	1	4	5	10	12	13	14	15	16	17	18	20	23	24	25
J850	2	3	5	7	8	10	13	14	18	19	20	21	22	23	24
J851	1	4	5	6	7	10	13	14	15	17	18	19	20	22	24
J852	1	2	3	4	5	8	11	12	16	18	20	21	23	24	25
J853	2	3	5	6	8	9	11	12	17	18	19	20	21	22	23
J854	1	2	3	5	8	9	10	13	14	15	17	18	20	21	22
J855	1	3	4	8	9	10	11	13	14	15	17	18	23	24	25
J856	2	3	7	8	9	11	12	13	15	16	19	20	22	23	25
J857	1	3	4	6	8	11	13	14	15	16	18	19	20	21	24
J858	1	3	4	5	6	8	9	11	12	17	19	20	22	23	25
J859	1	2	3	4	5	6	9	10	11	13	14	17	18	19	20
J860	3	4	5	6	7	9	10	13	14	15	16	19	22	24	25
J861	1	2	3	4	6	7	9	10	11	14	15	17	19	22	23
J862	1	2	3	4	5	10	13	14	15	17	18	19	20	23	24
J863	1	3	4	7	8	13	15	16	17	18	19	22	23	24	25
J864	3	6	8	10	12	13	15	16	17	18	19	21	22	23	24
J865	1	3	4	5	6	7	10	13	18	19	20	21	22	23	25
J866	1	2	3	5	7	8	9	10	11	13	14	18	20	23	24
J867	2	3	4	5	6	7	8	10	12	13	14	15	21	22	25
J868	1	2	3	8	9	10	12	13	14	16	17	19	21	22	24
J869	1	3	6	9	10	11	12	14	18	20	21	22	23	24	25
J870	1	2	4	5	6	7	8	10	12	13	14	16	17	18	23
J871	2	4	6	8	9	10	12	13	14	15	17	19	22	23	24
J872	1	2	4	5	6	7	9	10	12	13	14	17	18	22	23
J873	2	3	6	7	8	9	11	12	13	14	15	17	18	22	25
J874	1	2	4	5	6	7	8	9	10	16	19	20	21	23	25
J875	2	4	6	8	9	10	12	13	15	18	21	22	23	24	25
J876	3	5	6	7	9	12	13	14	16	18	20	21	23	24	25
J877	3	7	8	9	10	11	13	14	15	16	18	19	21	23	25
J878	1	2	3	5	6	7	10	12	13	14	16	19	22	23	25
J879	2	3	4	7	9	10	12	13	15	16	18	21	22	24	25
J880	2	5	6	7	8	10	14	16	18	19	21	22	23	24	25
J881	1	3	4	5	6	7	8	9	15	16	19	20	21	22	23
J882	1	2	7	8	10	11	12	13	14	17	18	19	22	24	25
J883	3	5	6	7	8	9	10	12	16	17	18	19	21	22	25
J884	1	4	7	8	9	10	12	13	15	17	18	19	20	21	25
J885	2	5	7	8	9	11	12	15	16	17	18	19	22	23	24
J886	1	3	4	7	8	10	11	12	13	15	16	17	20	21	23
J887	1	6	8	10	11	12	15	17	18	19	20	21	23	24	25
J888	1	3	6	11	12	13	14	16	17	18	19	20	21	22	24
J889	2	4	5	6	7	9	11	12	13	16	18	19	21	22	25
J890	1	2	3	4	5	6	7	8	11	16	17	18	19	23	24
J891	1	5	6	7	8	12	14	15	16	17	19	21	23	24	25
J892	1	2	3	5	6	10	13	14	16	17	19	20	21	22	24
J893	1	2	3	4	5	6	8	9	11	15	16	20	22	23	24
J894	1	2	5	6	9	12	13	14	15	18	19	21	22	24	25
J895	2	3	4	5	6	8	11	12	13	16	17	18	19	21	25
J896	1	2	3	4	6	7	8	12	13	15	17	18	19	20	23
J897	1	2	5	7	8	9	10	11	13	14	16	17	18	21	23
J898	1	4	6	8	9	10	11	12	13	14	18	20	21	24	25
J899	1	4	7	9	10	12	14	15	16	17	18	20	21	23	25
J900	1	2	6	7	8	10	11	12	13	15	18	20	22	24	25
J901	1	2	4	6	7	10	12	13	14	16	18	22	23	24	25
J902	1	2	3	4	5	6	8	9	11	17	20	21	23	24	25
J903	1	2	3	4	5	6	8	10	11	13	15	16	18	20	22
J904	1	5	6	7	9	10	12	13	16	17	18	19	20	22	24
J905	1	4	6	8	10	11	12	13	14	16	17	20	21	22	23
J906	1	2	3	5	6	7	8	9	10	12	17	18	21	22	24
J907	2	3	4	5	7	8	10	13	14	15	16	20	21	22	23
J908	1	2	4	6	7	9	10	12	13	15	17	18	23	24	25
J909	1	2	3	5	6	7	8	10	11	12	13	18	20	21	22
J910	3	4	5	6	8	9	11	13	16	17	18	19	20	24	25
J911	1	2	3	5	6	8	11	13	15	17	21	22	23	24	25
J912	2	3	4	7	10	14	15	16	17	18	19	20	21	22	23
J913	3	4	5	6	10	12	13	15	17	18	19	20	22	24	25
J914	1	3	4	5	6	10	11	12	15	17	18	20	22	23	24
J915	1	2	4	5	6	8	10	11	13	18	20	22	23	24	25
J916	1	2	3	4	5	6	7	11	13	14	17	18	19	23	24
J917	1	2	3	4	5	6	11	13	14	17	19	20	21	22	24
J918	1	2	3	4	6	8	9	13	14	15	16	17	21	22	23
J919	1	2	3	4	5	7	9	10	11	13	14	17	19	21	22
J920	1	2	3	4	5	6	10	12	13	15	16	19	20	22	23
J921	1	2	3	4	7	9	12	15	16	17	18	19	21	24	25
J922	2	4	5	6	8	9	12	15	16	17	20	21	22	23	24
J923	1	3	4	5	6	7	10	12	14	15	19	20	22	24	25
J924	1	2	6	7	8	9	10	12	14	16	17	18	19	20	24
J925	1	3	4	6	7	9	12	13	14	15	16	22	23	24	25
J926	1	5	6	7	8	9	10	11	12	13	14	15	19	21	24
J927	2	3	5	6	9	11	13	14	16	17	20	21	22	23	25
J928	1	4	6	8	9	10	11	12	14	15	17	19	23	24	25
J929	1	2	4	5	7	8	9	10	11	14	18	20	21	23	25
J930	2	3	5	6	9	11	12	14	15	16	20	22	23	24	25
J931	2	3	5	6	8	10	11	12	14	16	19	20	22	24	25
J932	1	4	5	8	12	13	14	15	16	18	20	21	22	23	25
J933	2	3	4	5	6	7	10	11	14	15	16	17	19	23	24
J934	2	3	4	8	9	10	11	14	19	20	21	22	23	24	25
J935	1	2	3	4	5	6	7	9	10	12	14	18	19	22	23
J936	1	2	3	4	6	7	8	13	15	17	18	19	20	23	25
J937	1	2	6	9	10	11	12	13	14	16	19	20	23	24	25
J938	2	3	4	6	7	10	11	13	15	16	17	18	19	20	25
J939	1	4	5	6	7	9	10	11	15	16	18	19	20	21	25
J940	2	3	4	6	7	9	13	14	16	17	18	19	20	24	25
J941	1	2	3	4	5	7	8	9	10	11	15	16	18	23	25
J942	1	3	4	5	6	7	11	12	13	18	19	20	21	22	24
J943	3	4	5	6	9	10	12	13	14	15	17	18	21	22	23
J944	1	8	9	10	11	12	13	14	16	17	18	19	21	24	25
J945	2	3	4	5	6	9	11	13	18	19	20	21	23	24	25
J946	1	7	8	9	10	14	16	17	18	19	20	21	22	24	25
J947	1	2	3	5	7	9	10	11	12	15	16	18	20	22	24
J948	1	2	5	6	8	9	11	13	16	17	18	19	21	22	24
J949	1	6	7	8	9	10	11	12	13	14	15	16	17	21	23
J950	2	4	5	7	8	9	12	13	14	17	18	19	20	21	25
J951	3	7	8	9	10	13	14	15	17	19	20	21	22	23	25
J952	1	3	4	6	8	11	12	14	17	18	19	21	22	23	25
J953	1	2	5	6	7	9	10	12	13	14	15	16	18	21	24
J954	3	5	6	8	10	11	12	13	14	16	18	20	23	24	25
J955	1	2	4	5	7	9	10	11	12	13	14	16	18	21	24
J956	2	3	4	5	6	8	11	12	13	16	17	18	19	21	22
J957	1	3	4	5	6	7	8	13	15	16	21	22	23	24	25
J958	1	4	5	6	9	12	13	14	16	17	19	20	21	22	24
J959	2	5	6	9	11	12	14	16	19	20	21	22	23	24	25
J960	1	2	3	4	6	7	10	12	14	16	17	18	20	21	24
J961	1	2	3	4	5	7	9	11	12	15	18	20	21	22	25
J962	1	4	6	8	9	11	13	14	15	17	20	21	22	23	25
J963	3	4	6	7	9	10	11	14	15	16	17	18	19	23	24
J964	1	2	3	4	7	9	10	11	15	17	18	19	20	21	23
J965	3	4	8	9	10	11	13	14	15	16	18	19	21	22	24
J966	2	3	4	5	6	7	8	10	11	12	17	19	21	22	25
J967	2	3	4	6	8	9	10	11	16	17	20	21	22	23	25
J968	2	3	4	5	7	9	11	13	14	16	18	19	20	21	25
J969	1	3	4	5	9	10	11	12	16	17	18	19	20	22	24
J970	1	3	6	8	9	10	12	15	17	18	19	20	21	23	24
J971	3	4	5	6	7	9	10	11	18	20	21	22	23	24	25
J972	1	3	6	8	11	13	14	15	16	20	21	22	23	24	25
J973	1	2	3	5	6	8	11	14	15	18	20	21	22	24	25
J974	1	4	6	7	8	9	10	12	14	15	17	19	21	22	24
J975	1	2	4	6	7	10	11	12	13	14	16	17	19	20	24
J976	1	2	3	4	6	7	10	11	13	14	19	21	23	24	25
J977	1	2	6	7	8	10	11	13	14	17	18	20	22	23	24
J978	3	4	5	6	7	8	9	11	12	13	14	15	16	18	25
J979	2	5	6	7	8	9	10	14	16	19	21	22	23	24	25
J980	1	2	6	7	8	9	10	11	12	13	17	20	21	22	24
J981	1	2	3	4	6	8	9	12	16	18	19	21	22	24	25
J982	1	3	4	5	6	7	9	13	14	17	18	20	21	23	24
J983	2	4	5	6	7	8	10	11	14	15	16	18	19	21	25
J984	2	4	8	9	10	11	12	13	15	20	21	22	23	24	25
J985	3	4	6	7	9	12	13	14	17	18	21	22	23	24	25
J986	1	2	5	7	11	13	14	15	16	18	20	21	22	23	24
J987	2	4	5	6	7	9	11	12	13	15	18	19	20	22	23
J988	1	3	5	7	9	11	12	13	15	16	17	19	20	24	25
J989	3	4	6	8	9	10	13	14	15	17	18	19	22	23	24
J990	1	5	6	7	8	10	11	12	13	15	16	19	20	22	24
J991	1	2	5	6	7	9	12	14	15	17	18	21	22	24	25
J992	1	3	4	5	7	8	9	10	11	13	15	17	19	20	24
J993	2	4	5	7	9	10	12	14	17	20	21	22	23	24	25
J994	3	5	7	8	9	11	12	13	14	15	16	18	22	23	25
J995	1	2	3	4	7	8	9	12	13	14	17	20	22	23	24
J996	2	3	4	6	7	9	13	16	17	18	20	21	23	24	25
J997	2	4	5	7	9	10	12	15	16	17	18	19	22	23	24
J998	1	2	3	4	5	9	11	12	14	17	19	20	21	22	23
J999	1	2	5	6	7	8	10	12	13	14	15	16	18	21	24
J1000	2	3	4	8	11	12	13	14	15	16	17	18	19	20	22
J1001	5	6	7	8	10	11	12	13	14	17	19	20	21	23	25
J1002	3	4	8	10	12	13	14	15	16	17	18	20	21	22	24
J1003	1	2	3	6	8	10	12	14	16	17	19	20	21	23	25
J1004	1	2	3	6	10	12	14	15	18	19	20	21	22	24	25
J1005	1	5	7	9	10	12	14	15	16	18	19	20	21	22	24
J1006	1	3	4	5	6	7	9	13	14	15	16	20	22	23	24
J1007	1	2	3	6	7	9	10	11	12	18	20	22	23	24	25
J1008	1	3	6	7	8	9	10	12	13	16	17	18	19	21	22
J1009	2	4	6	9	10	11	12	14	15	17	18	19	20	22	24
J1010	1	2	4	6	8	10	11	13	14	15	16	19	21	22	23
J1011	1	3	4	5	7	9	10	13	15	17	18	19	23	24	25
J1012	1	2	7	9	11	12	14	15	16	17	18	21	22	24	25
J1013	1	2	3	4	5	7	10	11	13	17	18	19	20	21	23
J1014	1	2	8	9	10	12	13	14	17	18	20	22	23	24	25
J1015	1	2	3	5	6	7	8	13	15	16	17	18	20	21	23
J1016	1	2	3	5	6	11	12	14	15	16	19	20	21	23	25
J1017	1	2	3	4	8	9	10	11	12	15	16	17	19	21	23
J1018	2	4	5	7	8	10	11	12	14	16	17	18	19	22	24
J1019	1	2	3	4	5	7	8	10	12	17	18	20	21	22	23
J1020	2	3	5	7	9	11	12	13	15	16	18	19	20	21	24
J1021	1	5	6	9	10	13	14	15	16	18	19	20	21	22	23
J1022	1	3	4	5	7	8	9	10	14	16	18	21	22	24	25
J1023	1	2	3	6	7	8	9	11	13	14	16	18	21	22	23
J1024	1	2	4	7	9	10	11	12	13	14	17	20	21	22	23
J1025	1	2	7	9	11	13	14	15	16	17	18	19	22	23	25
J1026	1	5	6	7	11	12	14	15	16	18	19	20	21	23	24
J1027	1	3	5	6	8	9	10	12	14	15	16	19	21	23	25
J1028	4	5	6	7	8	9	10	11	16	17	19	20	23	24	25
J1029	1	2	3	6	8	11	13	14	17	18	19	22	23	24	25
J1030	1	2	3	4	8	9	10	11	15	16	17	18	19	20	23
J1031	1	2	4	5	6	9	11	12	14	15	17	19	20	22	24
J1032	1	2	3	4	6	8	10	11	13	14	16	17	18	20	23
J1033	3	4	6	7	8	12	13	14	16	17	18	21	22	23	24
J1034	2	3	4	6	8	10	12	13	14	17	18	19	20	21	23
J1035	4	6	7	9	12	13	14	15	18	19	20	21	22	23	25
J1036	4	5	7	9	10	11	12	14	17	18	19	20	21	22	24
J1037	1	5	6	9	10	11	12	15	17	18	20	21	23	24	25
J1038	2	6	7	8	9	10	13	16	17	18	19	20	21	24	25
J1039	1	2	3	8	9	12	13	14	15	18	19	20	21	22	24
J1040	1	2	4	6	8	9	10	12	13	16	20	21	22	23	25
J1041	1	3	5	7	10	12	13	15	17	19	20	21	23	24	25
J1042	1	3	6	7	8	9	10	11	14	15	16	19	21	22	24
J1043	1	2	6	7	8	9	10	11	12	14	17	18	19	24	25
J1044	2	4	5	6	7	8	10	11	12	15	17	20	23	24	25
J1045	2	3	5	6	9	11	15	16	17	20	21	22	23	24	25
J1046	3	4	5	7	8	11	12	13	14	18	20	21	22	23	25
J1047	4	7	8	9	10	11	12	15	16	17	20	21	22	24	25
J1048	1	2	3	5	6	7	9	10	15	16	17	18	20	21	25
J1049	2	4	5	9	12	14	16	17	18	19	20	21	22	23	25
J1050	1	4	6	7	10	12	13	15	16	17	19	21	22	24	25
J1051	2	3	4	7	8	10	11	13	14	16	18	20	21	23	25
J1052	1	3	4	5	6	8	10	11	16	17	18	20	21	23	24
J1053	1	2	3	4	6	11	12	13	14	15	17	18	22	23	24
J1054	2	3	4	5	6	9	12	13	15	16	17	18	20	24	25
J1055	1	2	3	7	8	9	10	12	13	14	18	22	23	24	25
J1056	2	4	5	6	8	9	10	11	14	15	18	19	21	22	23
J1057	1	4	6	7	8	9	11	13	14	16	19	20	21	23	25
J1058	4	5	6	7	9	12	13	16	17	18	20	21	22	24	25
J1059	1	2	3	5	7	8	11	14	15	16	19	20	21	22	24
J1060	1	2	4	5	7	8	13	14	15	16	17	20	21	22	23
J1061	2	3	5	7	8	9	12	14	15	16	19	21	22	23	24
J1062	3	4	5	7	8	9	11	13	15	16	17	19	20	23	25
J1063	2	5	6	7	10	12	13	14	15	16	20	21	22	24	25
J1064	2	3	7	8	9	10	11	14	15	16	18	19	21	24	25
J1065	2	3	4	5	6	12	14	15	17	19	20	21	22	24	25
J1066	2	4	5	6	10	11	14	16	17	18	19	21	22	23	24
J1067	1	2	3	4	5	7	10	11	13	14	15	17	21	22	25
J1068	2	6	7	10	11	13	14	15	16	17	18	20	21	22	24
J1069	1	3	4	8	10	11	12	13	15	16	17	22	23	24	25
J1070	4	9	10	11	12	13	16	18	19	20	21	22	23	24	25
J1071	2	3	4	5	6	10	11	12	13	14	16	17	21	22	24
J1072	1	2	3	4	5	7	9	13	14	15	17	20	22	23	25
J1073	1	3	4	5	6	7	13	16	17	19	20	21	22	23	24
J1074	1	4	7	8	9	10	11	13	17	20	21	22	23	24	25
J1075	1	2	6	9	10	12	15	16	17	18	21	22	23	24	25
J1076	4	9	10	11	12	13	14	15	16	17	18	20	21	22	25
J1077	1	2	5	6	7	8	10	12	13	14	15	19	20	21	24
J1078	2	4	5	6	7	9	10	11	13	17	18	21	23	24	25
J1079	5	6	7	8	11	13	14	15	16	17	19	20	21	22	24
J1080	2	3	5	6	10	11	12	14	15	16	17	21	22	23	25
J1081	1	5	6	7	10	12	13	14	15	16	18	19	21	22	23
J1082	3	7	9	10	11	13	15	16	17	18	19	21	22	23	24
J1083	1	2	3	4	6	11	13	16	17	18	20	21	22	23	24
J1084	1	2	3	4	5	6	7	9	10	13	17	18	21	24	25
J1085	3	6	7	8	9	10	14	16	18	19	21	22	23	24	25
J1086	2	4	5	7	10	12	13	15	17	18	19	21	22	23	24
J1087	2	3	4	6	9	12	13	16	17	18	19	20	21	23	24
J1088	1	2	3	5	6	7	9	10	12	13	18	19	20	22	23
J1089	2	3	4	6	8	12	13	14	15	16	19	21	22	23	24
J1090	3	5	8	9	10	11	13	14	15	17	18	20	21	22	24
J1091	2	4	5	6	7	9	10	12	13	14	16	20	23	24	25
J1092	4	5	8	9	11	12	13	14	15	18	19	20	22	24	25
J1093	1	2	4	5	6	9	10	11	13	18	21	22	23	24	25
J1094	1	2	3	4	5	6	8	9	10	12	14	16	19	22	25
J1095	2	3	5	6	7	9	15	16	17	18	21	22	23	24	25
J1096	1	2	4	7	8	10	12	13	14	15	20	21	22	23	25
J1097	4	5	6	9	10	12	14	15	16	18	19	20	23	24	25
J1098	3	4	5	7	8	10	11	12	14	15	16	18	23	24	25
J1099	2	3	6	7	8	11	12	13	14	16	21	22	23	24	25
J1100	5	6	7	9	10	11	12	14	15	16	18	19	20	23	24
J1101	1	2	3	6	9	10	11	13	15	17	18	19	23	24	25
J1102	2	3	5	6	8	12	14	15	18	19	20	21	22	23	24
J1103	2	4	5	7	9	10	11	12	14	16	18	20	21	22	25
J1104	2	5	6	8	9	11	13	14	15	16	18	19	21	22	23
J1105	1	2	4	6	7	9	11	13	15	17	18	20	23	24	25
J1106	2	3	4	9	10	11	12	13	14	15	16	19	21	23	24
J1107	1	2	4	8	9	10	11	12	14	16	18	19	20	21	24
J1108	1	2	4	5	7	8	9	12	13	14	17	21	22	24	25
J1109	1	4	5	6	7	8	9	10	11	17	18	19	20	21	25
J1110	1	2	3	4	6	9	10	15	17	18	19	20	22	24	25
J1111	2	3	4	6	9	11	12	13	14	15	16	22	23	24	25
J1112	1	2	3	6	7	8	12	13	15	16	17	18	20	22	24
J1113	1	3	6	7	9	12	13	14	15	17	19	20	22	24	25
J1114	1	2	3	4	5	6	8	10	11	12	15	18	19	20	22
J1115	2	3	7	8	9	10	11	12	17	18	20	22	23	24	25
J1116	1	2	3	4	5	6	9	12	15	17	18	21	22	24	25
J1117	1	2	3	5	7	8	11	12	13	14	15	16	19	21	23
J1118	1	2	5	6	8	10	11	13	14	15	20	21	23	24	25
J1119	1	2	3	5	6	7	8	10	12	14	15	17	18	20	23
J1120	2	4	5	6	8	9	10	12	13	14	16	17	18	19	24
J1121	1	2	4	5	6	8	9	11	12	17	18	20	22	23	25
J1122	2	3	7	10	11	12	13	14	16	19	20	21	23	24	25
J1123	2	4	6	7	8	10	11	13	15	16	17	19	22	23	24
J1124	1	3	4	5	6	8	10	12	13	15	19	21	22	24	25
J1125	1	3	4	6	9	11	12	13	15	16	17	18	21	22	25
J1126	3	5	6	7	8	12	13	16	17	18	19	22	23	24	25
J1127	1	3	4	6	8	9	11	13	14	15	16	17	22	23	24
J1128	1	2	3	4	6	7	10	11	12	14	16	17	20	24	25
J1129	2	3	4	5	7	8	12	13	16	17	18	19	21	22	23
J1130	1	2	5	8	10	11	12	13	14	15	17	20	22	24	25
J1131	2	3	4	6	12	14	15	16	17	19	20	21	22	24	25
J1132	1	2	6	7	8	9	11	12	13	14	17	21	22	23	24
J1133	2	4	5	6	7	8	9	10	12	13	14	16	18	24	25
J1134	1	2	4	8	10	11	12	13	14	15	17	18	20	23	25
J1135	3	4	5	8	9	10	12	15	16	17	18	19	23	24	25
J1136	1	2	5	6	7	9	10	11	15	17	18	19	21	22	24
J1137	2	4	5	7	8	9	10	11	12	15	19	20	21	23	25
J1138	1	2	3	5	6	7	10	11	13	15	16	18	20	21	22
J1139	1	2	3	6	11	13	14	15	16	17	18	19	21	22	25
J1140	3	4	5	6	7	8	10	15	18	19	20	21	23	24	25
J1141	5	6	9	10	11	12	13	15	16	17	18	22	23	24	25
J1142	2	4	7	8	9	10	12	13	15	16	19	20	22	23	24
J1143	1	3	4	6	10	11	12	13	14	16	17	18	23	24	25
J1144	2	3	4	6	7	8	10	13	14	17	18	19	23	24	25
J1145	3	4	5	6	8	9	11	13	14	15	16	17	18	23	24
J1146	2	3	4	5	7	11	13	15	17	18	19	21	22	24	25
J1147	1	6	7	8	9	11	12	14	15	16	18	19	20	22	25
J1148	1	3	4	5	6	9	10	13	14	16	17	18	19	20	24
J1149	1	2	3	6	7	8	10	12	15	17	18	19	21	22	23
J1150	5	7	8	9	11	12	13	14	15	17	18	20	22	23	24
J1151	1	3	7	9	10	11	12	14	15	16	20	21	22	24	25
J1152	3	4	5	7	8	9	10	12	16	18	19	20	21	22	25
J1153	1	2	3	5	6	8	9	12	13	15	18	19	20	24	25
J1154	1	3	4	5	10	11	13	15	16	17	19	21	23	24	25
J1155	1	2	3	4	8	9	12	13	15	16	18	19	22	24	25
J1156	1	3	4	6	7	11	12	13	14	15	17	21	22	24	25
J1157	2	4	5	6	7	8	11	12	13	15	16	18	21	22	24
J1158	2	3	5	7	10	13	14	15	16	17	19	20	22	24	25
J1159	1	2	3	4	6	8	9	14	15	16	17	22	23	24	25
J1160	2	4	5	6	7	8	10	11	15	16	17	18	21	22	25
J1161	1	2	4	5	6	8	10	11	15	17	18	19	22	24	25
J1162	1	3	4	7	9	11	13	15	18	19	20	21	23	24	25
J1163	2	6	7	9	11	12	13	14	16	17	19	20	21	23	24
J1164	3	4	5	8	10	11	13	15	17	20	21	22	23	24	25
J1165	1	2	3	5	8	9	10	12	15	17	18	19	21	22	25
J1166	2	4	5	6	9	10	12	14	15	17	18	19	20	21	24
J1167	1	2	4	5	7	8	9	11	12	14	15	16	18	21	23
J1168	1	3	4	5	7	8	9	10	11	13	16	19	23	24	25
J1169	2	3	4	7	8	9	12	15	16	17	18	21	22	24	25
J1170	1	2	4	7	8	10	13	15	16	18	19	20	21	22	25
J1171	1	7	8	11	12	13	14	15	16	17	18	20	21	22	23
J1172	2	6	8	9	10	11	12	13	14	16	19	20	23	24	25
J1173	1	2	4	5	7	8	9	11	14	16	18	19	20	21	22
J1174	1	2	3	5	6	8	9	10	11	13	15	17	18	19	23
J1175	1	3	4	8	10	12	13	14	15	19	20	21	23	24	25
J1176	2	3	5	7	10	11	12	13	15	16	18	19	20	23	25
J1177	2	3	5	6	8	9	10	11	12	16	17	20	22	23	25
J1178	1	4	7	8	9	11	12	16	17	18	19	20	21	23	24
J1179	1	2	3	5	6	7	8	9	13	15	18	19	20	21	25
J1180	1	2	6	7	8	9	10	11	13	14	15	19	20	22	23
J1181	3	4	5	6	7	8	9	11	13	14	20	21	22	23	24
J1182	3	6	7	8	10	12	13	16	18	19	20	21	22	24	25
J1183	1	3	4	9	11	13	14	15	16	18	19	20	22	24	25
J1184	2	4	6	7	10	11	12	14	16	17	18	19	20	21	25
J1185	3	5	6	7	9	13	14	16	18	19	21	22	23	24	25
J1186	1	2	4	5	6	9	11	14	15	16	18	20	22	23	24
J1187	1	2	4	7	8	10	11	12	14	16	19	21	22	23	25
J1188	1	2	4	5	6	8	10	12	13	14	18	20	22	23	24
J1189	3	4	5	8	9	12	13	14	15	17	18	19	20	21	25
J1190	2	3	4	6	9	10	11	14	15	16	17	21	22	23	25
J1191	1	2	3	5	7	10	12	13	14	16	17	18	22	24	25
J1192	1	2	3	4	5	6	9	11	12	13	15	16	19	20	21
J1193	1	4	7	8	9	10	13	14	15	18	19	20	22	23	25
J1194	2	4	8	9	10	12	15	16	17	18	19	22	23	24	25
J1195	1	5	6	9	10	11	12	14	15	17	18	19	20	22	25
J1196	1	2	4	6	7	8	9	11	12	16	17	18	19	20	23
J1197	1	4	5	6	7	8	11	13	14	16	17	18	20	24	25
J1198	1	3	4	6	7	9	10	11	15	17	20	21	22	23	25
J1199	1	2	3	4	5	6	10	14	15	16	19	21	22	24	25
J1200	3	4	5	6	7	8	10	11	12	14	15	16	22	24	25
J1201	5	6	9	10	11	14	16	18	19	20	21	22	23	24	25
J1202	2	3	4	8	10	13	14	16	17	18	19	20	23	24	25
J1203	1	2	3	5	6	11	12	13	14	15	17	22	23	24	25
J1204	1	2	5	7	8	9	12	13	15	16	19	20	21	22	23
J1205	1	3	6	8	9	11	12	14	17	18	20	21	22	24	25
J1206	1	3	5	7	10	11	13	14	15	18	21	22	23	24	25
J1207	1	3	4	7	9	10	11	12	13	14	15	18	19	21	24
J1208	1	2	3	4	5	10	11	14	15	18	19	20	22	24	25
J1209	3	4	5	7	8	9	10	11	14	15	16	18	19	20	24
J1210	1	2	4	8	10	11	13	15	16	18	19	20	21	22	25
J1211	1	2	3	5	7	10	11	12	13	15	16	17	20	23	24
J1212	1	2	3	5	6	7	8	9	10	15	16	17	18	20	24
J1213	2	3	5	6	7	8	9	10	14	17	18	20	23	24	25
J1214	1	2	3	4	5	7	8	9	13	14	18	19	20	21	23
J1215	3	7	9	11	12	13	14	15	16	17	18	20	21	22	24
J1216	1	2	3	7	10	12	14	15	17	18	20	21	22	23	24
J1217	1	3	6	7	8	9	10	11	12	13	17	19	20	24	25
J1218	1	2	3	4	5	7	9	10	11	13	14	18	20	21	23
J1219	2	3	4	5	6	8	9	10	14	16	19	20	22	23	25
J1220	2	3	4	5	6	7	9	13	14	17	18	19	20	23	25
J1221	2	3	4	6	9	10	12	14	15	18	19	21	22	23	24
J1222	1	2	3	4	5	8	9	10	11	13	15	17	20	22	24
J1223	2	6	7	8	9	10	13	14	16	17	18	20	21	22	23
J1224	1	2	4	5	6	8	9	11	12	14	15	16	17	18	19
J1225	2	3	5	7	11	13	14	15	17	18	20	21	23	24	25
J1226	1	3	5	7	8	10	11	14	15	17	19	21	22	23	24
J1227	1	2	7	8	9	10	11	12	13	14	17	19	21	22	25
J1228	1	2	3	4	6	7	9	10	12	13	17	20	22	23	24
J1229	1	2	3	5	6	7	8	13	14	17	19	20	22	24	25
J1230	1	2	3	5	6	7	8	10	11	12	13	17	18	19	21
J1231	1	3	4	5	7	8	12	13	15	16	18	20	21	22	25
J1232	2	3	5	6	9	10	13	14	15	16	19	21	23	24	25
J1233	1	4	5	9	10	13	14	15	16	17	18	19	22	23	25
J1234	1	2	5	8	9	10	14	16	17	18	19	20	21	24	25
J1235	1	2	3	4	6	9	10	11	12	13	15	17	18	20	24
J1236	1	2	3	5	6	7	9	10	11	12	13	17	19	23	25
J1237	3	5	6	7	8	9	10	12	13	14	18	21	22	24	25
J1238	2	3	5	7	8	9	11	13	14	15	16	17	18	21	25
J1239	5	6	8	9	10	11	12	13	14	15	16	18	20	22	24
J1240	1	2	3	4	5	6	9	12	13	16	18	19	20	22	24
J1241	1	4	5	8	9	10	11	12	13	15	17	20	22	24	25
J1242	1	2	4	5	7	11	14	15	16	19	20	21	23	24	25
J1243	1	2	4	5	6	8	12	13	14	15	16	17	22	24	25
J1244	1	3	5	7	9	10	11	12	13	16	17	19	21	23	25
J1245	2	3	4	5	6	8	9	11	15	16	17	18	19	21	25
J1246	1	4	7	8	9	10	12	13	16	17	18	19	22	24	25
J1247	2	3	7	8	9	11	15	16	17	18	19	20	23	24	25
J1248	1	3	5	10	11	12	13	15	16	17	19	20	22	24	25
J1249	3	4	5	6	9	12	13	14	15	18	19	20	22	24	25
J1250	2	3	4	5	7	9	10	14	15	17	18	19	20	24	25
J1251	2	6	7	8	9	10	14	15	16	17	19	20	21	23	25
J1252	1	3	4	5	6	8	9	10	11	12	15	20	21	23	24
J1253	1	2	3	5	6	7	11	15	16	18	20	22	23	24	25
J1254	2	3	8	9	11	12	14	15	16	17	18	20	21	22	23
J1255	1	2	4	6	7	9	10	13	14	16	18	20	21	23	25
J1256	1	2	6	8	10	11	12	13	14	15	16	18	19	22	23
