Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Bola16;Bola17;Bola18;Bola19;Bola20;Rateio 20 acertos;Rateio 19 acertos;Rateio 18 acertos;Rateio 17 acertos;Rateio 16 acertos;Rateio 15 acertos;Rateio Nenhum Número
2059;24/03/2020;9;12;25;26;29;31;35;39;45;46;51;55;58;62;70;72;73;92;96;97;R$11.766.445,49;R$37.241,21;R$2.627,91;R$262,79;R$43,34;R$9,76;R$0,00
2060;27/03/2020;13;17;33;34;37;38;39;44;50;52;56;57;62;65;66;68;76;79;91;93;R$0,00;R$69.097,94;R$1.629,67;R$183,38;R$27,01;R$7,27;R$0,00
2061;31/03/2020;0;6;22;25;31;32;40;41;42;46;55;56;62;68;69;72;83;86;94;98;R$0,00;R$41.489,33;R$2.593,08;R$267,32;R$47,57;R$10,35;R$0,00
2062;03/04/2020;7;9;10;15;18;19;21;26;29;35;39;42;48;54;58;66;69;78;88;90;R$0,00;R$23.208,07;R$1.631,82;R$186,22;R$32,54;R$7,53;R$0,00
2063;07/04/2020;2;4;5;8;9;13;19;20;21;36;46;61;76;81;87;90;91;92;93;95;R$2.445.737,05;R$19.910,94;R$987,64;R$86,74;R$20,82;R$7,69;R$0,00
2064;11/04/2020;1;2;3;4;5;6;7;11;18;33;37;41;49;56;57;62;67;72;82;99;R$544.050,65;R$77.251,63;R$1.694,12;R$195,47;R$33,89;R$7,97;R$77.251,65
2065;14/04/2020;1;4;8;11;13;16;19;22;27;31;38;46;47;51;61;66;69;86;90;99;R$408.562,35;R$18.158,33;R$1.441,14;R$182,31;R$29,79;R$7,51;R$72.633,33
2066;17/04/2020;0;3;5;15;30;31;41;55;56;57;58;64;67;71;73;75;81;83;84;99;R$0,00;R$33.442,06;R$2.902,96;R$264,57;R$42,19;R$9,61;R$0,00
2067;20/04/2020;3;14;21;41;51;55;56;63;64;77;79;81;82;84;85;89;90;91;92;96;R$0,00;R$17.503,89;R$1.774,04;R$158,16;R$8,88;R$8,32;R$0,00
2068;24/04/2020;0;3;14;21;36;37;44;47;49;50;52;56;58;60;61;68;70;73;88;89;R$0,00;R$49.514,94;R$2.878,78;R$275,69;R$44,35;R$9,85;R$0,00
2069;28/04/2020;2;3;4;7;8;11;16;23;25;30;34;43;49;54;64;65;67;68;81;91;R$0,00;R$66.112,61;R$1.362,21;R$216,33;R$36,52;R$7,84;R$0,00
2070;02/05/2020;10;12;14;21;30;37;41;42;44;47;48;51;54;58;60;69;76;82;98;99;R$0,00;R$69.349,61;R$2.600,61;R$259,02;R$41,27;R$9,25;R$0,00
2071;05/05/2020;0;11;23;24;25;28;29;36;38;41;42;60;74;80;85;86;88;90;95;99;R$0,00;R$70.964,29;R$2.772,05;R$263,48;R$42,82;R$9,71;R$0,00
2072;08/05/2020;10;17;18;19;25;26;43;48;49;53;56;69;74;77;80;83;86;87;90;96;R$0,00;R$72.577,71;R$2.708,12;R$329,89;R$45,66;R$9,54;R$0,00
2073;12/05/2020;0;5;8;12;14;17;20;24;26;29;30;42;51;59;64;70;71;76;79;92;R$0,00;R$58.390,80;R$1.721,43;R$169,11;R$32,69;R$7,88;R$145.977,02
2074;15/05/2020;4;7;13;16;20;34;45;47;52;54;55;56;58;60;65;72;91;92;95;96;R$0,00;R$32.376,42;R$1.945,70;R$183,62;R$30,98;R$6,39;R$0,00
2075;19/05/2020;0;11;12;14;21;25;26;30;35;36;46;53;56;58;60;66;69;78;85;87;R$0,00;R$61.257,05;R$2.392,86;R$217,12;R$34,45;R$8,45;R$0,00
2076;22/05/2020;0;3;6;10;16;25;33;34;44;51;52;53;56;67;77;81;83;87;97;99;R$0,00;R$51.344,26;R$2.333,83;R$223,81;R$37,82;R$8,71;R$0,00
2077;26/05/2020;11;12;16;17;20;21;22;23;24;25;27;28;39;50;52;62;73;85;92;94;R$10.207.815,43;R$51.789,08;R$1.454,75;R$193,67;R$34,11;R$8,27;R$0,00
2078;29/05/2020;0;5;14;15;22;24;26;28;30;42;43;50;53;55;58;59;68;78;96;99;R$824.617,74;R$54.885,46;R$2.858,62;R$231,38;R$37,28;R$8,45;R$109.770,93
2079;02/06/2020;6;31;34;36;39;43;44;45;51;52;54;62;63;64;65;69;72;78;79;84;R$0,00;R$14.871,84;R$238,53;R$114,37;R$22,72;R$6,96;R$0,00
2080;05/06/2020;1;7;9;11;12;20;29;31;39;41;42;54;55;59;67;69;72;73;74;87;R$0,00;R$88.490,96;R$2.336,91;R$245,80;R$41,88;R$9,51;R$0,00
2081;09/06/2020;0;1;3;4;18;23;29;30;43;48;50;57;63;73;79;80;86;87;94;95;R$0,00;R$68.536,70;R$2.855,70;R$329,50;R$49,50;R$10,58;R$0,00
2082;12/06/2020;5;13;19;20;25;28;42;44;49;54;55;57;66;68;76;78;84;86;89;90;R$0,00;R$39.056,74;R$2.309,10;R$202,69;R$35,38;R$8,24;R$0,00
2083;16/06/2020;5;9;12;14;24;29;32;41;44;54;57;66;68;72;74;76;89;90;93;94;R$4.296.493,52;R$30.735,31;R$1.536,76;R$154,79;R$23,82;R$7,47;R$0,00
2084;19/06/2020;9;12;14;17;20;23;24;27;34;43;46;47;51;59;65;72;73;78;89;94;R$0,00;R$19.732,49;R$1.465,29;R$173,90;R$29,63;R$7,20;R$0,00
2085;23/06/2020;2;8;13;15;25;29;32;35;39;40;42;44;50;54;61;64;65;66;71;73;R$0,00;R$81.968,65;R$2.328,65;R$237,91;R$37,24;R$8,72;R$0,00
2086;26/06/2020;3;14;19;20;21;23;24;27;29;32;40;47;48;50;53;56;65;69;71;76;R$0,00;R$51.797,68;R$1.751,81;R$174,61;R$28,27;R$6,67;R$0,00
2087;30/06/2020;1;4;7;9;11;23;24;30;36;37;47;51;52;56;59;65;67;75;82;95;R$0,00;R$55.438,64;R$2.192,99;R$229,16;R$37,85;R$8,80;R$0,00
2088;03/07/2020;2;4;11;12;14;15;26;28;31;38;39;43;53;67;69;70;75;82;87;94;R$0,00;R$47.129,30;R$2.824,53;R$258,70;R$43,39;R$9,81;R$0,00
2089;07/07/2020;3;8;15;17;18;23;24;38;39;42;53;59;69;76;77;81;86;88;91;93;R$0,00;R$48.139,21;R$2.885,05;R$241,24;R$42,38;R$9,29;R$0,00
2090;10/07/2020;4;5;8;16;17;18;20;22;24;25;27;33;40;52;63;81;85;86;91;93;R$0,00;R$58.961,77;R$1.373,33;R$151,02;R$25,70;R$7,18;R$0,00
2091;14/07/2020;8;14;22;26;28;31;33;35;42;43;44;49;50;52;53;64;78;89;91;96;R$0,00;R$35.991,38;R$1.814,08;R$191,60;R$33,48;R$7,95;R$0,00
2092;17/07/2020;6;9;10;20;28;31;52;53;55;57;59;60;61;63;64;69;71;78;80;98;R$0,00;R$34.333,58;R$1.815,72;R$214,19;R$39,89;R$9,09;R$188.834,71
2093;21/07/2020;10;13;17;18;24;31;32;34;39;45;48;49;58;62;64;66;71;76;88;91;R$0,00;R$64.222,97;R$2.112,60;R$226,13;R$38,22;R$8,73;R$0,00
2094;24/07/2020;4;24;29;31;35;48;49;54;57;58;64;68;74;82;89;90;92;94;96;97;R$11.662.723,83;R$62.083,61;R$1.847,72;R$199,86;R$35,45;R$8,44;R$0,00
2095;28/07/2020;4;5;13;14;15;22;25;34;43;51;52;54;58;60;63;76;84;88;90;97;R$0,00;R$77.772,17;R$2.603,98;R$253,16;R$40,75;R$9,06;R$0,00
2096;31/07/2020;2;5;8;14;21;28;33;36;38;46;47;53;60;62;65;71;72;81;82;97;R$0,00;R$45.121,89;R$2.286,58;R$252,92;R$40,85;R$9,98;R$0,00
2097;04/08/2020;0;8;10;22;33;36;48;49;50;52;54;58;64;66;67;71;86;89;91;98;R$2.671.545,56;R$25.360,63;R$1.406,09;R$169,93;R$28,60;R$7,26;R$0,00
2098;07/08/2020;0;2;10;13;18;23;25;36;38;41;53;60;62;64;68;71;76;83;93;94;R$845.656,89;R$31.385,48;R$2.092,37;R$245,19;R$38,13;R$9,06;R$0,00
2099;11/08/2020;1;4;19;28;29;31;32;38;40;42;43;46;59;64;80;84;85;86;90;99;R$0,00;R$74.004,62;R$3.468,97;R$327,26;R$51,75;R$10,96;R$0,00
2100;14/08/2020;9;11;12;18;26;38;39;42;48;49;63;67;70;72;74;77;82;87;93;97;R$0,00;R$50.842,66;R$2.090,57;R$226,00;R$38,34;R$8,92;R$0,00
2101;18/08/2020;1;6;8;11;12;13;20;22;23;34;36;39;53;56;60;73;86;88;92;98;R$0,00;R$25.282,32;R$3.160,29;R$252,01;R$39,56;R$9,10;R$0,00
2102;21/08/2020;0;4;8;11;15;18;27;32;37;39;43;44;59;61;62;70;80;85;90;91;R$0,00;R$39.494,75;R$2.159,87;R$289,42;R$45,09;R$10,29;R$0,00
2103;25/08/2020;2;13;21;32;35;38;39;49;63;65;71;73;77;78;81;88;92;93;94;98;R$0,00;R$140.944,33;R$2.796,52;R$267,34;R$39,65;R$9,30;R$0,00
2104;28/08/2020;9;15;19;21;23;24;37;39;46;62;63;64;66;69;74;80;90;91;97;98;R$0,00;R$66.653,55;R$2.603,65;R$293,36;R$45,84;R$10,45;R$0,00
2105;01/09/2020;7;9;12;13;22;29;35;36;37;39;41;50;52;54;57;81;87;90;92;96;R$0,00;R$31.053,57;R$3.006,95;R$285,80;R$45,44;R$10,13;R$0,00
2106;04/09/2020;7;10;11;16;22;31;34;36;41;45;48;49;65;78;82;83;84;86;87;94;R$0,00;R$377.858,00;R$2.595,18;R$269,28;R$42,49;R$9,61;R$188.929,02
2107;08/09/2020;4;10;11;12;16;20;24;36;48;55;59;60;64;67;72;75;79;82;88;96;R$0,00;R$27.040,05;R$396,32;R$190,60;R$36,52;R$8,71;R$0,00
2108;11/09/2020;1;4;7;9;14;17;18;22;25;30;42;48;50;52;57;59;65;70;71;96;R$4.955.462,38;R$31.393,67;R$1.457,57;R$183,37;R$32,10;R$8,03;R$102.029,46
2109;15/09/2020;7;9;15;17;26;27;30;39;43;47;51;53;54;57;73;82;89;94;97;99;R$607.378,69;R$71.985,62;R$1.928,19;R$205,75;R$34,70;R$7,14;R$0,00
2110;18/09/2020;2;4;6;8;14;16;26;29;34;54;61;64;68;71;73;77;81;93;94;96;R$0,00;R$38.268,49;R$1.839,83;R$226,35;R$37,71;R$9,28;R$0,00
2111;22/09/2020;5;12;15;17;39;42;43;46;51;64;65;72;75;77;82;86;87;94;97;99;R$1.528.427,57;R$29.327,25;R$1.666,32;R$170,70;R$30,08;R$7,22;R$0,00
2112;25/09/2020;4;17;23;25;31;36;38;40;42;52;56;59;71;78;82;83;84;92;97;98;R$0,00;R$75.357,11;R$1.909,39;R$233,15;R$30,60;R$9,21;R$0,00
2113;29/09/2020;9;14;20;25;26;33;35;36;49;50;55;58;59;66;71;75;76;87;94;99;R$0,00;R$115.934,59;R$2.841,54;R$307,03;R$43,57;R$9,82;R$0,00
2114;02/10/2020;4;5;10;13;23;24;25;29;37;40;43;44;46;49;54;56;65;93;98;99;R$0,00;R$0,00;R$2.198,21;R$224,42;R$36,29;R$8,08;R$0,00
2115;06/10/2020;4;7;8;11;15;17;19;20;24;32;36;41;43;44;46;48;60;76;78;86;R$0,00;R$46.063,32;R$1.403,34;R$146,47;R$9,05;R$6,75;R$0,00
2116;09/10/2020;0;2;5;7;14;20;23;39;44;48;50;63;64;78;80;81;82;83;90;94;R$0,00;R$55.469,12;R$3.200,15;R$277,34;R$44,99;R$10,02;R$0,00
2117;13/10/2020;5;22;30;34;35;39;44;49;55;58;68;75;76;78;84;85;88;94;95;96;R$0,00;R$71.939,41;R$1.591,58;R$199,38;R$36,22;R$9,10;R$0,00
2118;16/10/2020;0;2;10;12;16;19;46;51;52;57;64;71;72;75;80;81;82;84;88;99;R$6.546.468,86;R$30.387,23;R$1.766,70;R$201,50;R$34,27;R$8,04;R$182.323,40
2119;20/10/2020;1;4;7;9;12;13;19;23;32;33;43;44;48;64;78;79;82;88;89;91;R$0,00;R$41.658,05;R$1.415,02;R$156,65;R$29,53;R$7,21;R$0,00
2120;23/10/2020;0;1;7;9;10;11;15;24;50;51;52;59;60;64;75;77;78;95;98;99;R$0,00;R$22.182,56;R$1.567,36;R$129,46;R$24,62;R$6,57;R$0,00
2121;27/10/2020;0;2;14;20;23;24;37;38;43;49;54;71;75;76;80;87;90;93;94;98;R$2.181.841,84;R$6.569,16;R$875,06;R$119,33;R$26,70;R$7,97;R$0,00
2122;30/10/2020;3;5;6;8;11;12;16;23;30;32;38;39;47;54;57;64;70;71;74;76;R$0,00;R$73.045,56;R$1.755,91;R$209,09;R$37,48;R$8,83;R$0,00
2123;03/11/2020;1;6;14;15;22;31;41;53;54;56;62;65;67;70;71;73;75;78;81;83;R$1.422.226,52;R$204.375,76;R$2.606,83;R$260,68;R$44,67;R$9,15;R$0,00
2124;06/11/2020;8;13;19;22;29;32;33;45;47;49;56;57;65;70;75;82;87;89;91;99;R$0,00;R$58.224,95;R$1.890,42;R$227,08;R$37,00;R$8,58;R$0,00
2125;10/11/2020;2;5;9;15;19;25;31;35;41;45;47;49;50;52;55;59;66;67;83;94;R$0,00;R$48.681,88;R$1.506,25;R$208,39;R$33,08;R$6,82;R$0,00
2126;13/11/2020;2;4;9;24;26;44;46;52;54;55;56;62;63;65;68;84;90;91;97;98;R$0,00;R$92.710,81;R$2.674,35;R$247,27;R$38,25;R$9,02;R$0,00
2127;17/11/2020;0;1;2;11;12;29;33;37;40;48;49;50;52;53;61;70;72;75;82;96;R$0,00;R$131.817,59;R$2.257,15;R$248,52;R$40,51;R$9,41;R$0,00
2128;20/11/2020;3;6;8;20;22;25;28;35;36;43;44;50;54;61;66;70;73;86;96;97;R$0,00;R$54.357,80;R$2.235,10;R$278,01;R$44,19;R$9,78;R$0,00
2129;24/11/2020;3;5;16;28;30;35;36;41;49;51;53;57;58;68;69;70;72;79;93;96;R$0,00;R$64.294,45;R$1.931,93;R$243,83;R$41,60;R$9,61;R$0,00
2130;27/11/2020;0;4;16;29;30;32;40;48;50;57;66;70;80;84;85;86;92;93;94;99;R$6.462.616,45;R$60.614,59;R$1.789,80;R$212,03;R$41,35;R$8,35;R$181.843,77
2131;01/12/2020;2;14;16;20;22;32;33;36;42;45;54;59;60;74;75;76;80;86;87;88;R$0,00;R$43.548,16;R$2.567,70;R$271,09;R$40,27;R$7,63;R$0,00
2132;04/12/2020;3;4;9;13;19;28;30;31;36;58;62;71;73;74;78;89;90;95;97;98;R$0,00;R$131.436,46;R$2.133,71;R$243,76;R$41,21;R$9,82;R$131.436,48
2133;08/12/2020;2;4;7;10;12;13;21;22;25;27;41;47;53;68;75;79;81;83;86;91;R$0,00;R$35.543,25;R$2.019,50;R$197,83;R$34,88;R$8,22;R$124.401,42
2134;11/12/2020;0;1;2;14;17;20;28;29;30;33;38;42;52;61;64;66;81;84;88;97;R$0,00;R$48.619,97;R$2.307,91;R$253,58;R$40,05;R$9,11;R$145.859,94
2135;15/12/2020;2;23;33;35;40;42;49;53;55;57;59;62;63;65;68;73;77;87;93;94;R$0,00;R$31.775,38;R$1.785,57;R$145,19;R$27,27;R$6,57;R$0,00
2136;18/12/2020;1;2;3;8;9;10;16;22;30;38;44;51;55;62;65;67;70;77;81;99;R$0,00;R$28.575,61;R$1.499,68;R$171,87;R$30,32;R$7,38;R$0,00
2137;22/12/2020;7;8;13;29;31;32;34;48;63;64;66;70;72;76;78;79;82;84;86;99;R$0,00;R$68.559,31;R$2.255,24;R$236,21;R$37,79;R$8,76;R$0,00
2138;26/12/2020;6;7;8;18;19;25;28;29;30;39;50;51;54;57;74;76;82;92;94;98;R$0,00;R$0,00;R$2.763,75;R$273,67;R$41,34;R$9,62;R$156.981,14
2139;29/12/2020;2;7;17;18;21;22;25;29;31;33;42;45;47;52;61;64;65;73;93;97;R$0,00;R$50.511,28;R$1.877,36;R$121,05;R$27,43;R$7,28;R$0,00
2140;02/01/2021;5;11;16;17;21;23;24;30;33;39;40;47;48;50;52;78;85;86;89;98;R$9.402.869,66;R$65.927,87;R$2.746,99;R$278,72;R$46,30;R$10,17;R$197.783,63
2141;05/01/2021;5;13;16;18;25;31;40;45;47;49;52;54;55;64;65;67;71;77;92;95;R$620.456,32;R$55.151,67;R$1.814,20;R$182,62;R$32,10;R$7,81;R$0,00
2142;08/01/2021;5;7;28;32;33;34;35;40;41;45;55;59;64;72;73;79;80;81;87;88;R$0,00;R$87.149,99;R$3.334,83;R$312,44;R$48,71;R$10,09;R$0,00
2143;12/01/2021;2;13;16;29;32;41;48;50;52;58;63;66;70;80;82;83;85;92;96;99;R$0,00;R$45.970,92;R$1.539,21;R$197,92;R$35,79;R$8,76;R$0,00
2144;15/01/2021;11;13;16;19;22;25;29;31;33;35;37;47;50;64;66;83;86;87;93;97;R$0,00;R$14.081,36;R$1.323,43;R$120,11;R$22,15;R$5,81;R$0,00
2145;19/01/2021;8;12;16;18;22;23;28;29;30;32;34;35;52;66;68;70;73;75;82;98;R$0,00;R$46.306,73;R$1.523,25;R$158,02;R$24,91;R$5,71;R$0,00
2146;22/01/2021;1;9;38;42;43;44;45;46;49;51;55;57;65;67;75;83;85;86;88;97;R$0,00;R$51.819,04;R$1.642,81;R$162,39;R$26,78;R$7,14;R$0,00
2147;26/01/2021;2;19;24;36;41;44;45;46;61;62;64;67;72;73;76;78;87;88;93;95;R$0,00;R$37.802,13;R$2.054,46;R$238,40;R$36,34;R$8,80;R$0,00
2148;29/01/2021;0;1;3;23;24;26;32;41;43;44;46;49;58;59;69;71;80;83;84;95;R$7.617.251,84;R$13.039,53;R$818,80;R$163,91;R$37,90;R$9,40;R$104.316,23
2149;02/02/2021;11;24;33;39;40;42;47;53;57;58;63;65;67;68;75;85;89;91;93;95;R$0,00;R$30.339,82;R$1.547,95;R$173,56;R$29,61;R$6,18;R$0,00
2150;05/02/2021;1;2;13;15;16;19;30;45;46;54;56;59;61;65;72;75;81;82;83;86;R$0,00;R$29.240,33;R$2.313,32;R$256,67;R$40,88;R$9,07;R$0,00
2151;09/02/2021;0;4;5;11;24;27;30;31;34;46;50;53;61;64;70;80;83;86;90;96;R$0,00;R$62.576,32;R$1.794,05;R$202,85;R$38,50;R$9,24;R$0,00
2152;12/02/2021;2;6;9;27;32;37;45;50;54;62;66;71;73;74;76;82;84;88;90;98;R$0,00;R$85.932,76;R$2.106,20;R$233,00;R$39,18;R$9,26;R$171.865,54
2153;17/02/2021;2;5;13;14;20;28;30;31;40;49;53;59;62;63;66;70;73;80;88;89;R$0,00;R$59.370,89;R$2.541,56;R$247,70;R$40,07;R$9,14;R$0,00
2154;19/02/2021;0;7;8;11;12;20;21;34;42;59;60;65;66;73;77;83;84;86;95;99;R$0,00;R$45.745,26;R$2.106,69;R$273,78;R$44,37;R$10,09;R$0,00
2155;23/02/2021;2;5;8;9;11;13;26;32;40;43;44;55;66;74;78;81;83;84;90;99;R$0,00;R$60.584,64;R$2.184,54;R$252,43;R$40,91;R$8,86;R$0,00
2156;26/02/2021;2;9;14;33;34;36;39;49;50;52;53;54;62;66;74;75;85;92;93;99;R$0,00;R$50.344,36;R$2.227,63;R$240,42;R$39,81;R$9,04;R$0,00
2157;02/03/2021;0;4;8;10;17;19;20;21;30;34;41;48;60;62;72;79;88;91;95;96;R$9.576.081,48;R$61.868,31;R$2.131,29;R$195,57;R$32,16;R$7,97;R$0,00
2158;05/03/2021;0;4;5;6;7;9;21;22;26;27;38;44;45;61;68;73;83;91;96;99;R$0,00;R$87.247,50;R$3.145,94;R$213,56;R$39,75;R$9,22;R$0,00
2159;09/03/2021;0;1;11;12;16;18;22;28;29;30;31;34;40;42;52;56;72;76;83;89;R$0,00;R$88.127,91;R$1.488,65;R$179,41;R$32,74;R$7,90;R$0,00
2160;12/03/2021;1;9;15;24;25;31;34;35;37;40;41;42;48;56;62;64;65;69;74;79;R$0,00;R$98.055,98;R$2.387,73;R$237,53;R$37,71;R$8,60;R$0,00
2161;16/03/2021;20;21;31;40;42;43;44;46;47;51;53;54;62;63;64;68;76;77;84;86;R$1.247.816,76;R$31.987,62;R$1.524,84;R$164,77;R$26,01;R$7,71;R$71.972,16
2162;19/03/2021;7;11;21;32;34;35;36;37;45;49;51;58;65;67;70;75;86;87;93;98;R$0,00;R$219.976,85;R$2.499,74;R$273,87;R$42,14;R$9,29;R$0,00
2163;23/03/2021;0;2;17;20;23;28;34;45;46;49;50;52;57;62;72;81;86;94;95;99;R$0,00;R$57.269,69;R$2.105,51;R$249,86;R$42,19;R$9,67;R$0,00
2164;26/03/2021;2;6;7;12;15;19;21;24;28;47;48;55;60;71;78;84;86;89;91;93;R$0,00;R$82.752,67;R$2.041,60;R$248,65;R$40,09;R$9,38;R$0,00
2165;30/03/2021;2;10;11;19;21;34;35;37;42;48;54;55;58;71;74;77;79;82;91;92;R$0,00;R$40.914,53;R$1.763,56;R$215,18;R$35,62;R$7,95;R$0,00
2166;03/04/2021;0;3;6;9;13;14;19;21;28;29;40;45;54;56;69;75;76;89;90;94;R$0,00;R$64.719,85;R$2.528,12;R$265,24;R$44,49;R$9,98;R$0,00
2167;06/04/2021;2;7;18;26;27;37;38;39;43;47;51;54;57;61;67;71;77;82;88;99;R$4.786.831,47;R$28.667,22;R$2.013,15;R$208,57;R$35,67;R$8,58;R$143.336,15
2168;09/04/2021;4;7;9;11;26;32;34;37;49;59;66;68;73;76;79;83;88;92;96;99;R$0,00;R$26.227,27;R$1.353,48;R$157,78;R$30,26;R$7,72;R$118.022,71
2169;13/04/2021;5;7;8;22;28;35;45;51;53;58;61;66;68;70;75;80;81;87;98;99;R$0,00;R$30.239,31;R$2.290,86;R$231,89;R$39,41;R$9,48;R$0,00
2170;16/04/2021;8;11;13;31;38;48;50;51;57;60;63;74;76;79;83;85;91;92;93;97;R$0,00;R$54.504,79;R$2.580,72;R$250,85;R$38,94;R$9,04;R$0,00
2171;20/04/2021;3;12;14;17;19;20;23;27;35;37;47;51;64;67;72;76;81;83;94;99;R$0,00;R$58.274,13;R$2.046,15;R$207,88;R$33,39;R$7,85;R$0,00
2172;23/04/2021;2;3;4;8;9;13;16;20;25;29;30;32;38;49;51;53;54;55;69;82;R$0,00;R$34.287,37;R$1.391,53;R$136,88;R$26,87;R$7,12;R$0,00
2173;27/04/2021;0;4;17;23;24;27;36;44;45;49;53;64;65;66;67;77;80;82;97;98;R$0,00;R$33.994,45;R$2.168,02;R$220,39;R$35,97;R$7,75;R$0,00
2174;30/04/2021;10;28;32;36;43;44;45;46;54;59;64;66;71;73;74;80;82;86;94;95;R$0,00;R$46.374,99;R$1.825,79;R$205,38;R$32,43;R$7,63;R$0,00
2175;04/05/2021;1;5;6;19;20;22;26;28;31;37;40;46;54;55;57;59;66;75;87;92;R$0,00;R$46.005,90;R$1.825,63;R$196,10;R$34,26;R$8,05;R$184.023,63
2176;07/05/2021;10;14;20;23;25;29;38;40;42;43;57;60;63;65;66;68;75;89;93;96;R$9.163.623,63;R$36.017,15;R$1.760,62;R$242,79;R$39,06;R$9,20;R$252.120,06
2177;11/05/2021;6;7;8;24;29;31;34;36;43;50;51;52;57;65;68;87;88;91;96;97;R$0,00;R$47.385,47;R$2.793,96;R$317,08;R$50,48;R$10,93;R$0,00
2178;14/05/2021;2;15;20;23;30;34;39;40;54;56;62;75;81;83;86;87;89;90;91;95;R$0,00;R$54.186,92;R$2.288,30;R$269,64;R$42,73;R$9,82;R$0,00
2179;18/05/2021;1;3;6;13;18;20;22;23;29;35;39;40;45;59;65;80;82;85;95;98;R$0,00;R$45.100,56;R$1.761,74;R$236,21;R$40,53;R$8,64;R$0,00
2180;21/05/2021;7;8;13;15;30;34;39;44;46;53;54;56;63;74;76;85;87;89;91;95;R$0,00;R$43.007,76;R$1.481,57;R$165,77;R$31,47;R$7,76;R$150.527,18
2181;25/05/2021;1;2;7;15;19;20;21;30;37;39;46;47;49;57;60;67;73;81;84;88;R$0,00;R$62.179,11;R$2.661,78;R$264,36;R$42,49;R$9,46;R$0,00
2182;28/05/2021;0;15;17;18;36;38;42;45;48;52;56;60;66;67;71;75;76;85;89;92;R$2.701.322,29;R$67.372,19;R$2.148,35;R$237,35;R$39,87;R$9,00;R$168.430,49
2183;01/06/2021;2;3;5;8;13;15;18;29;40;52;56;65;68;77;78;80;81;86;89;98;R$0,00;R$45.359,32;R$1.314,91;R$100,60;R$29,44;R$7,95;R$0,00
2184;04/06/2021;3;7;10;14;17;24;30;32;45;48;55;58;60;62;83;87;92;94;97;99;R$0,00;R$41.499,09;R$2.021,06;R$239,41;R$40,08;R$9,61;R$0,00
2185;08/06/2021;3;4;11;13;21;23;27;30;35;37;51;56;63;65;67;76;81;84;93;94;R$2.353.232,77;R$21.256,06;R$1.877,24;R$226,64;R$36,01;R$8,61;R$0,00
2186;11/06/2021;7;8;9;13;17;23;26;37;39;40;42;43;45;53;55;58;72;77;82;87;R$813.272,44;R$48.007,68;R$1.596,00;R$180,75;R$30,36;R$7,29;R$120.019,23
2187;15/06/2021;0;3;7;12;20;25;31;35;40;42;44;49;69;74;77;87;92;95;98;99;R$0,00;R$71.905,07;R$1.481,56;R$222,11;R$37,78;R$8,60;R$0,00
2188;18/06/2021;4;11;14;20;24;26;29;30;36;43;46;62;63;65;67;68;71;79;82;91;R$0,00;R$28.609,21;R$2.366,57;R$274,15;R$43,58;R$9,64;R$0,00
2189;22/06/2021;7;16;33;34;38;43;44;54;55;59;67;74;78;79;81;91;95;96;97;98;R$0,00;R$124.015,71;R$2.279,70;R$274,85;R$42,89;R$9,27;R$0,00
2190;25/06/2021;9;20;25;34;35;37;40;42;47;51;59;62;63;65;68;80;81;82;91;98;R$0,00;R$67.057,62;R$2.095,55;R$214,37;R$33,58;R$7,53;R$0,00
2191;29/06/2021;4;12;24;25;29;30;34;40;56;60;67;69;72;74;83;88;94;97;98;99;R$4.063.182,48;R$34.915,38;R$2.053,85;R$269,40;R$41,39;R$9,09;R$0,00
2192;02/07/2021;3;5;8;11;28;30;37;38;40;42;46;51;61;63;65;75;86;90;92;94;R$0,00;R$39.419,41;R$2.274,20;R$285,37;R$43,81;R$10,15;R$0,00
2193;06/07/2021;2;4;7;12;17;19;33;40;43;44;46;48;52;63;67;71;72;85;95;96;R$0,00;R$52.173,78;R$3.196,93;R$282,57;R$41,51;R$9,32;R$0,00
2194;09/07/2021;7;10;14;24;28;32;33;36;40;53;56;60;68;73;79;80;81;93;95;98;R$0,00;R$39.899,62;R$1.918,25;R$230,29;R$35,47;R$9,56;R$139.648,69
2195;13/07/2021;6;18;19;23;31;40;51;53;54;64;69;74;79;84;88;92;95;96;97;99;R$0,00;R$74.394,90;R$2.999,80;R$295,21;R$47,87;R$10,32;R$0,00
2196;16/07/2021;9;13;16;22;23;31;37;38;42;51;57;60;62;63;67;70;85;90;92;93;R$4.478.544,24;R$54.520,74;R$2.588,01;R$304,69;R$47,37;R$10,48;R$163.562,25
2197;20/07/2021;1;2;5;6;17;20;22;26;28;31;33;42;46;57;58;81;83;92;98;99;R$0,00;R$54.000,59;R$1.483,54;R$188,54;R$33,45;R$8,23;R$0,00
2198;23/07/2021;7;16;17;22;24;26;31;35;38;41;46;48;55;57;62;71;77;90;97;98;R$0,00;R$247.165,73;R$1.796,26;R$208,47;R$32,04;R$6,88;R$0,00
2199;27/07/2021;10;16;24;28;30;31;32;41;43;46;52;58;62;71;78;80;83;87;88;94;R$0,00;R$28.512,34;R$2.467,41;R$255,38;R$40,61;R$9,25;R$0,00
2200;30/07/2021;14;17;20;22;30;32;34;60;64;66;71;75;76;77;87;90;91;93;94;97;R$0,00;R$75.501,00;R$2.451,33;R$256,10;R$41,73;R$9,48;R$0,00
