Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Bola16;Bola17;Bola18;Bola19;Bola20;Rateio 20 acertos;Rateio 19 acertos;Rateio 18 acertos;Rateio 17 acertos;Rateio 16 acertos;Rateio 15 acertos;Rateio Nenhum Número
2201;03/08/2021;6;17;19;24;27;30;35;38;42;46;48;49;61;68;74;75;79;80;92;97;R$4.271.277,12;R$105.080,93;R$2.402,77;R$249,71;R$40,80;R$9,16;R$157.621,43
2202;06/08/2021;1;4;14;15;19;21;28;32;33;35;47;53;65;68;74;75;79;81;84;93;R$0,00;R$59.915,69;R$2.377,61;R$220,60;R$38,06;R$8,57;R$0,00
2203;10/08/2021;1;4;14;16;20;26;34;50;51;52;54;62;72;76;77;84;94;97;98;99;R$0,00;R$0,00;R$2.804,42;R$236,67;R$42,22;R$8,17;R$0,00
2204;13/08/2021;1;4;13;27;35;36;38;46;54;55;56;59;60;63;69;74;78;81;82;99;R$0,00;R$102.760,70;R$2.330,98;R$298,43;R$42,95;R$9,67;R$137.994,34
2205;17/08/2021;12;19;22;25;30;35;38;40;51;52;54;55;61;62;67;69;71;78;83;94;R$0,00;R$54.953,63;R$2.601,97;R$263,79;R$40,45;R$9,35;R$0,00
2206;20/08/2021;1;6;21;27;31;35;40;42;45;50;53;54;62;66;67;82;91;92;94;95;R$2.064.001,27;R$101.922,42;R$2.654,23;R$291,76;R$45,12;R$10,17;R$152.883,65
2207;24/08/2021;9;12;22;31;34;43;46;48;49;50;62;65;66;69;70;74;85;90;97;99;R$0,00;R$40.583,13;R$2.264,69;R$258,82;R$43,03;R$9,29;R$0,00
2208;27/08/2021;3;9;11;14;17;18;20;22;24;29;35;50;56;57;62;73;76;82;86;99;R$0,00;R$32.562,81;R$1.637,50;R$197,04;R$34,51;R$8,21;R$0,00
2209;31/08/2021;4;8;17;19;24;26;36;38;49;55;56;66;69;70;75;77;80;84;95;96;R$0,00;R$51.619,61;R$1.943,51;R$212,53;R$36,36;R$8,52;R$0,00
2210;03/09/2021;1;18;23;33;34;44;48;54;61;63;64;72;73;78;79;87;88;90;97;99;R$3.190.534,32;R$32.297,82;R$1.462,77;R$179,59;R$34,48;R$8,40;R$0,00
2211;08/09/2021;0;8;20;22;25;26;28;41;46;47;54;57;64;72;81;85;86;90;92;98;R$0,00;R$64.172,92;R$2.798,24;R$327,85;R$47,03;R$10,29;R$0,00
2212;10/09/2021;4;5;23;30;48;58;60;61;62;63;64;76;82;83;84;85;86;89;92;98;R$0,00;R$42.321,44;R$2.099,28;R$220,05;R$38,81;R$5,49;R$0,00
2213;14/09/2021;5;8;19;29;31;33;43;44;47;50;53;60;64;68;75;76;83;85;87;95;R$0,00;R$83.453,44;R$2.652,12;R$236,01;R$42,17;R$9,40;R$0,00
2214;17/09/2021;7;17;19;21;24;26;31;38;43;46;47;51;53;65;67;70;76;78;86;90;R$0,00;R$47.757,39;R$1.968,03;R$214,22;R$35,77;R$8,49;R$0,00
2215;21/09/2021;0;1;6;11;19;20;22;26;31;32;35;42;44;45;53;63;68;83;87;92;R$0,00;R$54.872,12;R$1.607,58;R$200,36;R$32,97;R$7,72;R$0,00
2216;24/09/2021;13;14;23;24;28;30;42;47;49;55;61;62;67;69;73;75;76;79;81;90;R$0,00;R$34.603,28;R$2.124,08;R$224,00;R$37,60;R$8,89;R$0,00
2217;28/09/2021;3;5;8;9;13;15;23;26;38;44;48;55;59;67;70;73;84;85;86;90;R$0,00;R$29.558,53;R$2.088,38;R$235,68;R$37,80;R$8,63;R$0,00
2218;01/10/2021;12;13;15;22;24;27;33;34;38;39;42;45;57;60;70;71;72;84;86;87;R$0,00;R$146.129,46;R$1.802,58;R$222,93;R$36,06;R$8,80;R$0,00
2219;04/10/2021;4;6;10;13;14;18;22;24;28;47;53;60;62;67;72;85;89;91;93;95;R$9.175.054,10;R$41.647,49;R$2.094,34;R$221,39;R$37,74;R$8,85;R$0,00
2220;06/10/2021;8;9;19;22;27;29;30;36;51;56;65;76;79;82;84;88;92;93;95;96;R$0,00;R$59.167,96;R$2.507,12;R$260,42;R$43,40;R$9,92;R$0,00
2221;08/10/2021;14;26;31;36;41;42;44;45;47;49;58;60;62;72;80;82;83;86;95;97;R$1.590.796,07;R$39.173,59;R$1.632,24;R$211,67;R$37,58;R$8,56;R$117.520,82
2222;11/10/2021;4;6;8;15;26;27;37;41;49;51;60;63;67;70;73;83;86;87;92;97;R$0,00;R$82.925,78;R$2.879,37;R$258,49;R$38,56;R$8,98;R$0,00
2223;13/10/2021;0;3;12;20;31;33;37;46;47;48;53;61;62;64;74;75;78;89;90;92;R$0,00;R$49.924,45;R$3.466,98;R$300,99;R$40,66;R$9,11;R$0,00
2224;15/10/2021;1;14;15;28;32;37;45;49;55;63;65;68;71;76;82;87;90;92;97;98;R$0,00;R$55.535,41;R$2.135,98;R$248,36;R$42,04;R$9,34;R$0,00
2225;18/10/2021;2;4;6;8;20;24;31;33;35;38;44;46;59;64;67;75;81;84;93;97;R$2.290.067,88;R$18.087,68;R$1.035,23;R$113,27;R$17,94;R$6,67;R$0,00
2226;20/10/2021;9;10;14;18;23;28;41;46;53;56;61;62;66;67;74;77;82;83;87;91;R$583.419,58;R$58.427,39;R$2.381,55;R$242,90;R$42,28;R$9,47;R$0,00
2227;22/10/2021;2;4;6;12;25;31;33;36;39;46;49;51;57;62;64;80;85;86;94;95;R$0,00;R$37.622,51;R$1.959,51;R$277,94;R$40,45;R$9,58;R$0,00
2228;25/10/2021;3;4;10;20;23;31;33;34;37;39;46;47;49;51;59;67;89;92;93;95;R$0,00;R$56.230,50;R$1.464,33;R$179,30;R$30,38;R$7,64;R$0,00
2229;27/10/2021;5;7;23;25;29;32;34;39;42;53;54;68;69;70;76;78;81;85;86;89;R$0,00;R$48.927,52;R$1.722,80;R$214,59;R$36,89;R$8,68;R$0,00
2230;29/10/2021;2;11;22;37;40;43;44;47;55;62;65;66;68;70;71;76;84;85;93;99;R$2.574.312,47;R$58.352,74;R$1.846,60;R$239,54;R$39,69;R$9,14;R$116.705,49
2231;01/11/2021;6;9;12;15;19;25;26;31;33;36;37;41;44;46;52;54;61;68;71;90;R$0,00;R$33.119,43;R$1.544,75;R$209,08;R$36,97;R$8,72;R$0,00
2232;03/11/2021;1;12;16;20;21;30;31;33;35;46;47;48;58;60;61;68;77;78;80;96;R$0,00;R$49.888,03;R$2.923,13;R$235,61;R$36,75;R$9,06;R$0,00
2233;05/11/2021;1;5;6;9;15;17;25;37;41;50;60;68;70;74;75;79;87;93;96;97;R$0,00;R$73.963,83;R$2.568,19;R$296,96;R$44,11;R$9,96;R$0,00
2234;08/11/2021;2;17;26;28;30;38;48;53;54;61;63;65;66;72;74;75;77;79;81;90;R$0,00;R$25.454,10;R$1.368,50;R$187,16;R$30,79;R$7,94;R$0,00
2235;10/11/2021;18;20;24;31;32;37;40;47;49;50;57;64;68;70;71;75;76;88;90;91;R$0,00;R$33.269,96;R$1.775,08;R$198,57;R$36,07;R$8,32;R$116.444,90
2236;12/11/2021;1;2;5;8;9;14;20;22;24;39;40;53;59;61;62;79;82;83;94;96;R$0,00;R$37.147,12;R$2.802,05;R$246,24;R$40,22;R$8,83;R$130.014,93
2237;17/11/2021;2;6;13;22;24;27;29;40;41;45;47;51;69;76;77;78;79;80;83;93;R$0,00;R$166.658,57;R$2.571,90;R$267,42;R$44,08;R$9,61;R$0,00
2238;19/11/2021;4;5;8;11;17;21;27;30;32;33;54;60;61;63;67;70;80;93;96;99;R$0,00;R$62.652,52;R$2.478,35;R$235,04;R$38,73;R$9,24;R$0,00
2239;22/11/2021;11;13;19;22;27;28;49;53;56;63;65;66;71;76;77;78;81;89;90;98;R$0,00;R$70.920,09;R$2.136,15;R$256,95;R$41,40;R$9,30;R$141.840,19
2240;24/11/2021;4;8;10;14;15;23;25;26;34;38;43;47;54;59;74;77;80;86;90;93;R$0,00;R$35.471,42;R$1.830,52;R$219,50;R$37,08;R$8,64;R$0,00
2241;26/11/2021;2;4;17;23;36;38;45;46;55;57;59;61;71;74;75;82;86;87;89;90;R$0,00;R$36.126,40;R$2.402,02;R$258,34;R$39,30;R$8,93;R$0,00
2242;29/11/2021;4;6;7;10;28;31;33;38;47;50;55;59;69;70;71;74;85;87;88;94;R$0,00;R$84.503,54;R$1.938,16;R$231,13;R$33,55;R$9,40;R$0,00
2243;01/12/2021;4;6;9;17;20;21;24;26;27;33;34;35;36;59;61;64;69;74;86;89;R$0,00;R$43.346,70;R$1.553,02;R$217,89;R$34,94;R$8,26;R$0,00
2244;03/12/2021;3;10;14;18;19;26;29;37;41;42;45;51;71;76;77;80;90;92;97;98;R$12.751.132,20;R$51.562,40;R$2.478,96;R$268,55;R$41,72;R$9,60;R$0,00
2245;06/12/2021;7;11;12;14;17;27;39;40;55;56;59;62;64;68;78;80;82;83;90;99;R$0,00;R$175.111,65;R$2.605,83;R$327,67;R$49,67;R$10,63;R$0,00
2246;08/12/2021;10;11;13;17;27;28;29;30;31;36;39;47;51;63;67;82;85;92;95;97;R$0,00;R$189.534,27;R$2.078,23;R$229,12;R$38,05;R$8,73;R$0,00
2247;10/12/2021;5;7;10;11;14;18;20;25;35;41;42;46;47;54;59;62;69;77;85;94;R$0,00;R$55.924,59;R$1.456,37;R$208,98;R$35,63;R$8,26;R$0,00
2248;13/12/2021;0;12;13;19;22;25;32;44;45;47;53;67;71;75;76;83;84;93;94;99;R$0,00;R$102.202,87;R$1.965,44;R$234,84;R$37,14;R$8,59;R$0,00
2249;15/12/2021;5;10;12;15;18;28;30;32;34;35;42;44;46;47;51;52;70;87;89;95;R$0,00;R$60.773,27;R$2.337,44;R$221,80;R$30,01;R$8,81;R$0,00
2250;17/12/2021;0;4;5;8;23;24;31;32;33;34;35;38;43;48;58;63;74;84;85;96;R$0,00;R$29.648,11;R$1.437,68;R$180,09;R$33,55;R$8,18;R$133.416,48
2251;20/12/2021;0;2;7;15;25;35;42;45;48;50;57;60;61;65;77;78;82;87;90;95;R$0,00;R$13.051,60;R$1.568,70;R$229,13;R$40,83;R$9,63;R$0,00
2252;22/12/2021;0;4;5;20;23;24;25;26;27;28;29;36;38;50;51;53;62;64;76;79;R$0,00;R$51.198,51;R$2.157,24;R$232,43;R$34,98;R$8,45;R$0,00
2253;24/12/2021;1;6;7;27;31;36;43;49;50;51;64;66;72;74;78;79;87;88;95;97;R$0,00;R$60.018,14;R$2.374,14;R$231,26;R$39,74;R$9,41;R$0,00
2254;27/12/2021;5;10;11;14;18;20;23;24;31;32;36;42;44;51;53;61;78;82;83;93;R$4.068.859,72;R$33.489,43;R$1.564,60;R$147,86;R$27,50;R$6,94;R$150.702,45
2255;29/12/2021;5;7;10;11;13;14;18;19;31;38;60;63;67;71;83;84;90;93;94;98;R$526.278,80;R$26.731,63;R$1.546,96;R$139,22;R$26,23;R$7,01;R$0,00
2256;31/12/2021;4;13;16;22;27;30;31;43;47;52;59;61;63;66;70;71;83;86;87;90;R$0,00;R$20.424,67;R$1.886,51;R$191,16;R$34,17;R$8,42;R$91.911,03
2257;03/01/2022;3;5;12;19;29;35;36;40;51;57;58;59;65;69;70;74;75;76;89;95;R$0,00;R$39.466,01;R$2.466,63;R$268,11;R$44,94;R$9,74;R$0,00
2258;05/01/2022;1;2;12;23;25;31;38;43;44;50;54;57;65;66;69;74;76;84;86;94;R$0,00;R$42.289,96;R$1.716,31;R$201,45;R$36,41;R$8,78;R$0,00
2259;07/01/2022;2;14;19;20;23;37;38;40;45;50;56;59;62;64;67;78;85;90;94;98;R$0,00;R$63.220,20;R$2.052,61;R$239,10;R$37,51;R$8,17;R$0,00
2260;10/01/2022;1;3;5;13;23;43;53;55;56;65;67;74;78;81;83;85;90;91;93;99;R$3.342.893,32;R$12.562,60;R$1.775,96;R$155,55;R$18,51;R$7,04;R$119.344,67
2261;12/01/2022;3;10;14;19;26;29;40;50;54;66;68;72;78;79;84;86;91;93;94;99;R$0,00;R$0,00;R$2.724,52;R$273,78;R$42,24;R$8,98;R$0,00
2262;14/01/2022;1;4;16;21;22;28;42;44;45;48;55;59;60;61;66;70;76;92;94;97;R$0,00;R$197.233,03;R$2.451,57;R$285,06;R$44,76;R$10,08;R$0,00
2263;17/01/2022;2;7;8;17;18;19;33;36;41;43;44;47;48;62;69;72;87;93;98;99;R$1.867.950,51;R$33.261,13;R$1.948,90;R$209,62;R$38,80;R$8,95;R$0,00
2264;19/01/2022;1;3;4;8;12;16;19;24;38;47;48;52;62;65;66;67;77;82;85;86;R$571.580,50;R$167.750,08;R$1.872,21;R$246,69;R$33,59;R$7,83;R$0,00
2265;21/01/2022;2;3;4;7;11;24;31;36;37;47;49;58;59;60;71;78;79;83;87;99;R$0,00;R$177.754,94;R$2.923,60;R$263,26;R$44,56;R$9,47;R$0,00
2266;24/01/2022;8;10;19;32;35;38;46;47;50;54;55;57;69;71;73;75;80;81;82;83;R$0,00;R$57.926,75;R$2.088,71;R$241,89;R$40,36;R$8,99;R$0,00
2267;26/01/2022;3;10;11;27;30;45;46;49;52;54;62;64;67;72;75;77;83;85;89;91;R$0,00;R$92.960,45;R$2.371,44;R$259,37;R$40,18;R$9,12;R$0,00
2268;28/01/2022;0;1;7;10;18;29;31;39;42;43;53;56;60;67;79;81;83;89;93;98;R$2.476.130,73;R$43.515,19;R$2.385,70;R$214,14;R$38,95;R$9,04;R$0,00
2269;31/01/2022;3;16;21;24;36;37;39;42;47;48;56;64;72;80;84;87;91;92;93;94;R$0,00;R$80.508,14;R$3.144,85;R$277,99;R$41,26;R$9,71;R$0,00
2270;02/02/2022;3;6;18;38;43;50;53;58;64;65;66;67;71;80;82;87;89;90;93;96;R$0,00;R$93.598,12;R$2.599,95;R$316,20;R$45,95;R$9,43;R$0,00
2271;04/02/2022;7;10;11;18;27;32;33;37;43;48;57;62;65;68;74;76;77;82;93;99;R$0,00;R$38.325,37;R$1.710,96;R$174,20;R$32,75;R$7,80;R$114.976,13
2272;07/02/2022;0;10;17;19;26;31;32;37;38;42;46;53;56;58;67;75;78;88;93;97;R$0,00;R$37.249,83;R$1.765,95;R$161,86;R$28,61;R$7,31;R$0,00
2273;09/02/2022;20;38;43;46;55;56;59;61;67;71;75;76;82;85;87;90;91;92;94;98;R$0,00;R$15.302,43;R$1.383,58;R$125,22;R$10,95;R$7,09;R$122.419,46
2274;11/02/2022;0;6;10;11;13;16;27;33;36;40;42;46;52;55;59;61;62;63;85;94;R$0,00;R$71.504,11;R$2.128,10;R$236,14;R$38,81;R$8,88;R$0,00
2275;14/02/2022;5;9;24;29;32;35;46;47;51;53;54;56;60;63;73;75;77;80;81;92;R$0,00;R$283.443,79;R$2.214,41;R$215,25;R$36,02;R$8,37;R$0,00
2276;16/02/2022;0;13;18;21;31;32;40;46;49;54;56;57;65;68;73;80;88;90;94;99;R$0,00;R$48.077,18;R$1.959,67;R$246,63;R$42,75;R$9,43;R$0,00
2277;18/02/2022;4;10;14;15;16;19;25;30;31;44;49;51;55;64;69;76;82;83;85;90;R$0,00;R$66.056,23;R$1.911,35;R$212,37;R$36,50;R$8,42;R$0,00
2278;21/02/2022;1;2;18;20;27;30;31;32;38;44;52;61;65;72;73;78;80;89;90;92;R$0,00;R$35.187,21;R$2.151,39;R$240,78;R$40,68;R$9,54;R$0,00
2279;23/02/2022;0;3;8;11;27;32;38;43;46;56;58;61;68;70;72;73;88;93;94;96;R$0,00;R$39.755,41;R$1.632,29;R$204,59;R$34,05;R$8,25;R$0,00
2280;25/02/2022;3;4;6;10;13;16;18;23;30;36;43;44;51;62;65;69;70;74;83;98;R$0,00;R$50.106,71;R$1.546,51;R$202,86;R$35,12;R$8,49;R$0,00
2281;02/03/2022;2;7;8;10;12;16;18;36;38;45;46;49;51;52;53;54;74;80;81;98;R$0,00;R$62.778,13;R$2.065,07;R$220,42;R$36,25;R$8,32;R$0,00
2282;04/03/2022;4;10;19;21;30;42;43;45;47;49;55;59;60;62;64;71;78;80;84;88;R$0,00;R$65.502,46;R$2.154,69;R$224,58;R$38,79;R$8,72;R$0,00
2283;07/03/2022;4;6;10;14;19;29;30;38;45;46;49;51;52;59;67;76;79;94;95;98;R$15.146.655,92;R$52.789,55;R$1.915,75;R$200,77;R$34,79;R$8,08;R$0,00
2284;09/03/2022;1;2;9;23;35;36;41;42;56;59;64;71;74;75;76;85;91;93;94;96;R$0,00;R$100.991,44;R$3.322,09;R$292,22;R$45,14;R$10,18;R$0,00
2285;11/03/2022;2;4;14;16;17;26;28;37;47;49;58;59;62;73;75;79;82;83;93;98;R$0,00;R$19.643,07;R$1.588,78;R$197,72;R$33,30;R$8,10;R$0,00
2286;14/03/2022;0;3;5;17;18;22;34;39;45;56;57;61;66;67;71;73;80;83;87;98;R$0,00;R$35.449,15;R$3.323,36;R$280,45;R$46,17;R$10,10;R$0,00
2287;16/03/2022;1;9;14;21;24;29;38;42;46;49;52;54;58;59;69;70;74;81;83;90;R$2.956.008,38;R$55.919,19;R$1.553,31;R$205,28;R$31,26;R$8,26;R$111.838,40
2288;18/03/2022;7;9;27;30;38;45;46;48;51;54;56;60;61;74;76;82;85;88;90;92;R$0,00;R$59.084,83;R$1.877,70;R$211,41;R$34,03;R$8,22;R$0,00
2289;21/03/2022;1;2;20;25;26;29;38;39;49;52;55;57;59;61;75;81;83;85;93;95;R$1.097.238,85;R$45.340,74;R$2.099,11;R$230,85;R$35,09;R$6,84;R$0,00
2290;23/03/2022;5;9;10;15;21;36;38;39;40;45;52;53;54;55;56;57;63;87;92;94;R$0,00;R$32.174,44;R$2.452,32;R$251,99;R$39,58;R$8,82;R$0,00
2291;25/03/2022;6;10;11;12;18;20;31;36;39;41;50;56;59;62;67;73;74;75;84;86;R$0,00;R$90.692,47;R$3.542,68;R$272,51;R$43,77;R$9,96;R$90.692,49
2292;28/03/2022;3;14;20;22;23;24;25;30;31;33;36;42;56;68;70;73;79;89;93;94;R$1.651.831,45;R$184.218,91;R$3.970,24;R$275,44;R$47,40;R$10,04;R$0,00
2293;30/03/2022;2;5;7;9;18;19;30;31;33;43;45;48;50;53;76;78;79;91;93;97;R$0,00;R$31.927,53;R$1.956,34;R$215,02;R$36,99;R$8,87;R$0,00
2294;01/04/2022;0;2;6;7;11;23;24;26;29;41;45;56;60;68;73;84;85;93;98;99;R$0,00;R$67.091,54;R$3.068,21;R$298,80;R$43,92;R$9,93;R$0,00
2295;04/04/2022;2;5;6;24;26;33;35;47;50;58;66;68;71;81;82;84;86;91;93;95;R$1.864.385,80;R$41.013,65;R$1.456,45;R$164,31;R$20,69;R$7,86;R$34.178,05
2296;06/04/2022;7;14;22;26;30;33;34;37;39;45;59;66;70;75;82;88;92;95;97;98;R$0,00;R$24.342,83;R$1.690,48;R$216,90;R$34,96;R$8,58;R$0,00
2297;08/04/2022;0;1;18;21;24;26;32;33;44;46;48;53;54;57;61;64;80;81;91;96;R$0,00;R$28.564,11;R$1.562,10;R$188,20;R$35,40;R$8,51;R$0,00
2298;11/04/2022;6;9;11;18;29;33;41;43;53;56;61;62;70;73;74;88;89;96;98;99;R$0,00;R$100.115,26;R$1.762,59;R$194,02;R$33,46;R$8,65;R$0,00
2299;13/04/2022;1;3;11;14;24;26;27;45;46;50;51;55;56;59;62;65;81;87;91;93;R$0,00;R$209.764,06;R$1.927,98;R$251,63;R$39,71;R$9,16;R$0,00
2300;16/04/2022;4;6;9;10;22;31;35;36;48;54;60;61;72;77;81;84;87;90;91;95;R$0,00;R$38.222,93;R$1.837,64;R$246,79;R$42,59;R$9,69;R$0,00
2301;18/04/2022;0;2;3;5;7;25;33;34;38;41;50;59;60;63;65;70;79;80;85;94;R$0,00;R$0,00;R$2.655,10;R$262,45;R$39,94;R$9,00;R$0,00
2302;20/04/2022;10;11;12;15;23;25;34;37;38;45;48;50;52;57;63;67;69;78;87;91;R$0,00;R$65.158,85;R$1.378,23;R$160,92;R$29,24;R$7,31;R$0,00
2303;22/04/2022;3;4;8;9;14;29;39;42;43;45;47;48;52;62;81;82;88;91;95;96;R$0,00;R$131.680,01;R$2.456,72;R$272,96;R$45,67;R$10,30;R$0,00
2304;25/04/2022;2;7;10;20;26;35;38;44;48;49;51;52;55;58;65;71;76;79;93;95;R$0,00;R$71.557,82;R$2.010,05;R$226,16;R$39,05;R$8,86;R$0,00
2305;27/04/2022;3;4;33;35;38;42;48;54;56;61;63;69;72;76;77;78;81;84;90;98;R$0,00;R$17.311,33;R$1.749,79;R$154,68;R$27,75;R$7,50;R$0,00
2306;29/04/2022;1;3;6;12;18;25;32;44;49;58;62;71;72;73;82;84;86;89;91;97;R$8.573.464,06;R$44.085,78;R$2.119,51;R$209,53;R$37,01;R$8,61;R$176.343,14
2307;02/05/2022;6;8;11;25;26;32;43;46;49;54;55;61;68;73;74;75;76;78;79;83;R$0,00;R$24.512,52;R$1.758,07;R$217,97;R$33,15;R$7,87;R$85.793,84
2308;04/05/2022;3;4;8;9;12;15;21;24;32;34;35;44;52;58;60;65;66;70;84;95;R$0,00;R$48.401,43;R$2.200,06;R$213,03;R$35,73;R$8,67;R$0,00
2309;06/05/2022;3;7;18;24;33;34;36;46;50;54;70;71;76;82;83;87;93;95;97;98;R$0,00;R$24.352,42;R$2.002,67;R$206,51;R$34,87;R$8,11;R$0,00
2310;09/05/2022;3;5;9;13;21;27;34;35;41;44;48;52;64;66;67;71;74;75;77;82;R$0,00;R$39.486,02;R$2.056,56;R$208,84;R$35,38;R$8,43;R$0,00
2311;11/05/2022;3;7;10;11;12;15;25;33;45;47;59;63;66;75;76;78;87;93;96;98;R$0,00;R$28.550,80;R$1.764,81;R$163,87;R$29,24;R$7,04;R$0,00
2312;13/05/2022;8;13;18;22;27;33;36;47;48;63;66;76;78;84;85;89;91;96;98;99;R$0,00;R$23.915,60;R$1.779,43;R$161,73;R$28,15;R$7,14;R$0,00
2313;16/05/2022;2;13;28;38;39;40;43;45;46;51;61;63;72;73;74;81;84;86;92;93;R$0,00;R$92.708,83;R$2.759,19;R$241,76;R$41,39;R$9,19;R$0,00
2314;18/05/2022;2;3;14;19;28;34;42;44;45;47;48;56;60;63;64;75;81;82;95;98;R$0,00;R$54.591,41;R$2.132,48;R$216,49;R$37,07;R$8,39;R$136.478,54
2315;20/05/2022;0;3;12;16;18;22;24;43;52;53;57;65;66;73;75;79;85;90;93;97;R$0,00;R$39.311,56;R$2.208,52;R$237,67;R$38,15;R$8,83;R$0,00
2316;23/05/2022;3;10;13;17;21;22;35;38;39;45;52;55;59;65;71;75;76;84;90;95;R$0,00;R$104.798,89;R$2.284,86;R$216,88;R$36,83;R$8,47;R$0,00
2317;25/05/2022;2;6;7;12;24;31;32;34;37;43;44;45;50;54;57;74;78;79;87;96;R$0,00;R$78.904,01;R$1.953,07;R$211,87;R$35,83;R$8,41;R$0,00
2318;27/05/2022;0;7;11;16;17;22;23;31;49;57;59;60;66;71;76;79;81;84;94;96;R$0,00;R$25.684,42;R$2.957,09;R$299,65;R$44,97;R$9,77;R$0,00
2319;30/05/2022;1;7;19;23;26;28;31;33;35;43;53;65;67;71;75;77;80;84;94;97;R$0,00;R$50.732,66;R$1.804,51;R$206,27;R$34,70;R$7,62;R$0,00
2320;01/06/2022;2;4;9;11;13;26;35;36;38;39;47;49;56;64;71;75;76;80;85;89;R$12.796.492,14;R$29.926,04;R$1.724,46;R$217,87;R$36,93;R$8,80;R$0,00
2321;03/06/2022;3;9;18;19;29;36;39;50;60;62;68;71;75;76;78;81;87;88;89;91;R$0,00;R$101.412,57;R$3.426,10;R$296,18;R$45,86;R$10,18;R$0,00
2322;06/06/2022;0;7;11;15;22;29;31;36;55;59;62;63;68;69;77;80;84;89;91;92;R$0,00;R$28.980,59;R$1.760,97;R$227,22;R$37,24;R$8,58;R$0,00
2323;08/06/2022;2;12;14;18;19;24;27;41;48;52;56;61;66;70;73;81;83;84;86;94;R$0,00;R$45.738,17;R$2.748,69;R$230,16;R$38,67;R$8,89;R$0,00
2324;10/06/2022;5;6;9;12;15;18;22;23;27;39;50;57;59;61;67;73;76;79;87;98;R$0,00;R$48.866,69;R$1.839,86;R$214,47;R$35,85;R$8,50;R$0,00
2325;13/06/2022;8;9;12;22;30;34;39;41;45;50;54;61;65;69;74;76;83;88;90;92;R$0,00;R$37.971,53;R$1.849,26;R$179,33;R$35,14;R$8,78;R$0,00
2326;15/06/2022;8;9;10;13;15;25;29;35;51;56;59;68;69;74;80;87;89;91;96;98;R$0,00;R$61.447,47;R$2.021,30;R$209,57;R$37,31;R$8,75;R$0,00
2327;17/06/2022;6;9;13;21;24;26;27;43;48;53;55;67;73;75;80;83;85;88;93;98;R$0,00;R$30.978,06;R$2.011,57;R$229,80;R$35,38;R$8,54;R$0,00
2328;20/06/2022;4;19;20;21;24;28;30;38;43;48;50;51;57;61;63;75;78;87;90;91;R$6.269.313,81;R$91.765,83;R$2.294,15;R$228,80;R$39,02;R$9,14;R$0,00
2329;22/06/2022;0;5;14;16;18;21;24;29;31;35;37;45;46;53;64;70;85;87;88;99;R$0,00;R$164.985,03;R$1.982,99;R$231,20;R$40,98;R$9,73;R$0,00
2330;24/06/2022;2;7;10;15;19;20;23;28;32;33;42;50;51;52;55;60;77;84;88;92;R$0,00;R$24.603,21;R$1.852,65;R$171,94;R$29,73;R$7,67;R$0,00
2331;27/06/2022;1;10;21;24;29;32;40;41;46;48;51;54;68;69;81;87;90;91;93;99;R$0,00;R$62.889,17;R$1.420,69;R$166,54;R$33,39;R$8,49;R$94.333,78
2332;29/06/2022;5;6;15;20;29;31;38;47;49;58;61;65;66;69;71;80;82;94;95;97;R$0,00;R$99.124,61;R$2.382,80;R$257,06;R$38,96;R$9,23;R$0,00
2333;01/07/2022;1;7;8;9;14;16;18;22;25;27;31;47;51;54;59;70;72;76;86;96;R$0,00;R$39.637,37;R$1.858,00;R$201,40;R$32,32;R$7,65;R$0,00
2334;04/07/2022;0;3;9;18;20;36;39;42;44;51;66;68;70;73;81;85;89;91;92;93;R$0,00;R$60.166,79;R$1.709,29;R$196,88;R$33,98;R$8,25;R$0,00
2335;06/07/2022;2;3;7;24;28;30;40;47;52;55;57;59;60;64;67;70;76;78;79;92;R$0,00;R$51.649,79;R$2.735,69;R$246,04;R$41,66;R$9,26;R$0,00
2336;08/07/2022;2;4;13;16;22;31;33;37;38;42;47;61;62;63;70;72;81;86;94;95;R$0,00;R$76.944,61;R$1.748,74;R$164,69;R$35,86;R$8,52;R$0,00
2337;11/07/2022;1;4;6;15;17;20;23;28;30;37;59;70;72;82;83;84;85;88;90;93;R$0,00;R$291.569,69;R$2.306,72;R$282,09;R$41,01;R$9,86;R$0,00
2338;13/07/2022;4;8;11;22;33;36;39;43;45;46;50;52;60;61;69;72;78;83;95;99;R$7.691.955,25;R$29.304,38;R$2.057,89;R$236,63;R$40,67;R$9,61;R$0,00
2339;15/07/2022;10;13;17;25;27;29;31;33;38;41;42;45;54;65;67;76;82;94;95;96;R$0,00;R$59.993,69;R$1.814,33;R$196,31;R$32,14;R$7,77;R$0,00
2340;18/07/2022;3;14;15;21;28;30;32;48;49;51;54;58;63;74;77;83;86;89;93;94;R$1.261.716,57;R$36.907,19;R$1.860,24;R$210,85;R$36,75;R$8,80;R$0,00
2341;20/07/2022;7;10;15;21;24;29;41;45;47;48;50;64;65;74;84;87;91;92;94;98;R$0,00;R$26.789,70;R$1.545,56;R$217,44;R$33,58;R$8,04;R$0,00
2342;22/07/2022;3;6;12;16;21;23;24;26;28;33;43;60;67;69;72;77;79;91;92;97;R$0,00;R$31.437,05;R$2.405,90;R$275,44;R$44,97;R$9,88;R$0,00
